FirstName1stAuthor,Gender,Gender2,Gender3,Gender4,Gender5,Gender6,Country,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,FirstName3rdAuthor,FirstName4thAuthor,FirstName5thAuthor,FirstName6thAuthor
Mikko,1,1,4,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,DesignPrinciplesandUserInterfacesofErkkiKurenniemi'sElectronicMusicalInstrumentsofthe1960'sand1970's,NIME,Jari,Titti,Kai,,
Julian,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,Fijuu2:AGame-BasedAudio-VisualPerformanceandCompositionEngine,NIME,Steven,,,,
Miguel,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,D\'{\i}amair:ComposingforChoirandIntegralMusicController,NIME,Benjamin,Michael,,,
Garth,1,1,4,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,TheThummerMappingProject(ThuMP),NIME,Ian,Angela,,,
Rui,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,Loop-R:Real-TimeVideoInterface,NIME,,,,,
Cornelius,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,>hot\_stringsSIG,NIME,Gí_nter,,,,
Alexandre,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,AdaptiveTuningUsingThereminasGesturalController,NIME,Jonatas,,,,
Alexandre,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,HumanSequencer,NIME,,,,,
Jane,4,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,TheMusicCre8tor:anInteractiveSystemforMusicalExplorationandEducation,NIME,Zachary,,,,
Andrew,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,B-Keeper:ABeat-TrackerforLivePerformance,NIME,Mark,,,,
Michael,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,CaMus2--OpticalFlowandCollaborationinCameraPhoneMusicPerformance,NIME,Georg,,,,
Adriana,4,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,Thresholds,NIME,,,,,
Mihir,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,RecognitionandPredictioninaNetworkMusicPerformanceSystemfor{India}nPercussion,NIME,Barry,,,,
Jan,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,GestureControlofSoundsin{3D}Space,NIME,,,,,
Jinsil,4,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,nite\_aura:AnAudio-VisualInteractiveImmersiveInstallation,NIME,Greg,,,,
Stephen,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,DefiningaControlStandardforEasilyIntegratingHapticVirtualEnvironmentswithExistingAudio/VisualSystems,NIME,Marcelo,,,,
Marc,1,4,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,Eobody2:AFollow-uptoEobody{\textquoteright}sTechnology,NIME,Emmanuelle,,,,
Adam,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,Real-TimeBeat-SynchronousAudioEffects,NIME,Mark,Matthew,,,
Hans-Christoph,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,AUnifiedToolkitforAccessingHumanInterfaceDevicesinPureDataandMax/MSP,NIME,,,,,
Masato,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,bog:InstrumentalAliens,NIME,Hiroya,,,,
Yoshinari,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,MobileClavier:NewMusicKeyboardforFlexibleKeyTranspose,NIME,Tsutomu,,,,
Bernie,3,2,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,WirelessInertialSensorPackage(WISP),NIME,Manjinder,Nigel,,,
Adam,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,AHybridMethodforExtendedPercussiveGesture,NIME,,,,,
David,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,ExtendedApplicationsoftheWirelessSensorArray(WISEAR),NIME,,,,,
Giuseppe,1,1,1,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,Celeritas:WearableWirelessSystem,NIME,Mikael,Brendan,Philip,,
Shinichiro,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,Sensillum:AnImprovisationalApproachtoComposition,NIME,,,,,
Yuta,4,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,Bd:ASoundInstallationwithSwarmingRobots,NIME,Masato,Ryoho,,,
Doug,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,ControlStrategiesforNavigationofComplexSonicSpacesTransformationofResonantModels,NIME,Marcelo,,,,
Roy,1,0,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,1,"TheMIDIPick:TriggerSerialData,Samples,andMIDIfromaGuitarPick",NIME,,,,,
Benjamin,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,JamiOki-PureJoy:AGameEngineandInstrumentforElectronically-MediatedMusicalImprovisation,NIME,David,,,,
Nicolas,1,1,1,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,TheColorDexDJSystem:ANewInterfaceforLiveMusicMixing,NIME,Hans,Matt,Alexander,,
Gil,1,1,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,TheDesignofaRoboticMarimbaPlayer--IntroducingPitchintoRoboticMusicianship,NIME,Scott,,,,
David,1,1,1,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,AForceSensitiveMulti-TouchArraySupportingMultiple{2-D}MusicalControlStructures,NIME,Rimas,Adrian,Matthew,,
Harris,1,1,1,0,0,0,"NewYorkCity,NY,UnitedStates",2007,3,AutomaticNotationGenerators,NIME,Douglas,Michael,,,
Diana,4,4,0,0,0,0,"NewYorkCity,NY,UnitedStates",2007,2,BowstrokeDatabase:AWeb-AccessibleArchiveofViolinBowingData,NIME,Anagha,,,,
Michael,1,1,1,1,0,0,"NewYorkCity,NY,UnitedStates",2007,4,TenYearsofTabletMusicalInterfacesatCNMAT,NIME,Matthew,Ali,Daniel,,
Misra,1,1,1,0,0,0,"Genoa,Italy",2008,3,MicrophoneasSensorinMobilePhonePerformance,NIME,Georg,Michael,,,
A’Ålvaro,1,0,0,0,0,0,"Genoa,Italy",2008,1,Ten-HandPiano:ANetworkedMusicInstallation,NIME,,,,,
Olivier,1,1,4,0,0,0,"Genoa,Italy",2008,3,TheA20:MusicalMetaphorsforInterfaceDesign,NIME,Atau,Wendy,,,
Ross,1,4,4,0,0,0,"Genoa,Italy",2008,3,Gesture$\approx$SoundExperiments:ProcessandMappings,NIME,Danielle,Somaya,,,
Edgar,1,1,0,0,0,0,"Genoa,Italy",2008,2,ATangibleVirtualVibratingString:APhysicallyMotivatedVirtualMusicalInstrumentInterface,NIME,Julius,,,,
Edgar,1,1,1,0,0,0,"Genoa,Italy",2008,3,PracticalHardwareandAlgorithmsforCreatingHapticMusicalInstruments,NIME,Hans-Christoph,Collin,,,
Alexandre,1,4,1,0,0,0,"Genoa,Italy",2008,3,EnhancingtheVisualizationofPercussionGesturesbyVirtualCharacterAnimation,NIME,Sylvie,Marcelo,,,
Nicolas,1,1,1,1,0,0,"Genoa,Italy",2008,4,AMobileWirelessAugmentedGuitar,NIME,Mike,Zack,Jeremy,,
Matteo,1,1,0,0,0,0,"Genoa,Italy",2008,2,SMuSIM:aPrototypeofMultichannelSpatializationSystemwithMultimodalInteractionInterface,NIME,Giovanni,,,,
Jennifer,4,0,0,0,0,0,"Genoa,Italy",2008,1,CreatingPedagogicalEtudesforInteractiveInstruments,NIME,,,,,
Antonio,1,1,1,4,1,0,"Genoa,Italy",2008,5,MappeperAffettiErranti:aMultimodalSystemforSocialActiveListeningandExpressivePerformance,NIME,Corrado,Paolo,Barbara,Gualtiero,
Sergio,1,4,0,0,0,0,"Genoa,Italy",2008,2,NewDataStructureforOldMusicalOpenWorks,NIME,Antonina,,,,
Parag,1,1,0,0,0,0,"Genoa,Italy",2008,2,Real-TimeRaagRecognitionforInteractiveMusic,NIME,Alex,,,,
Miha,1,0,0,0,0,0,"Genoa,Italy",2008,1,"""3rd.Pole""--ACompositionPerformedviaGesturalCues",NIME,,,,,
Niall,1,1,0,0,0,0,"Genoa,Italy",2008,2,SensoryChairs:ASystemforBiosignalResearchandPerformance,NIME,Benjamin,,,,
Greg,1,0,0,0,0,0,"Genoa,Italy",2008,1,PerformerModel:TowardsaFrameworkforInteractivePerformanceBasedonPerceivedIntention,NIME,,,,,
Alain,1,1,0,0,0,0,"Genoa,Italy",2008,2,TransformingOrdinarySurfacesintoMulti-touchControllers,NIME,Greg,,,,
Stefano,1,1,1,1,0,0,"Genoa,Italy",2008,4,SonicallyAugmentedFoundObjects,NIME,Pietro,Stefano,Davide,,
Michiel,1,1,1,1,0,0,"Genoa,Italy",2008,4,TheMusicalSynchrotron:UsingWirelessMotionSensorstoStudyHowSocialInteractionAffectsSynchronizationwithMusicalTempo,NIME,Marc,Frederick,Jan,,
Smilen,0,1,4,0,0,0,"Genoa,Italy",2008,3,"DevelopingBlock-Movement,Physical-ModelBasedObjectsfortheReactable",NIME,Marcos,Stefania,,,
Josh,1,1,0,0,0,0,"Genoa,Italy",2008,2,P[a]ra[pra]xis:PoetryinMotion,NIME,Mark,,,,
Arne,1,1,0,0,0,0,"Genoa,Italy",2008,2,AnAgent-basedSystemforRoboticMusicalPerformance,NIME,Ajay,,,,
Ayaka,4,1,0,0,0,0,"Genoa,Italy",2008,2,RhythmicInstrumentsEnsembleSimulatorGeneratingAnimationMoviesUsing{Bluetooth}GameController,NIME,Yasuo,,,,
Stuart,1,4,1,2,1,0,"Genoa,Italy",2008,5,Gluisax:BentLeatherBand{\textquoteright}sAugmentedSaxophoneProject,NIME,Joanne,Tony,Dale,Paris,
Lesley,4,1,0,0,0,0,"Genoa,Italy",2008,2,PlinkJet,NIME,Andrew,,,,
Sean,1,2,1,0,0,0,"Genoa,Italy",2008,3,ThePond:InteractiveMultimediaInstallation,NIME,Chris,Adnan,,,
Angelo,1,0,0,0,0,0,"Genoa,Italy",2008,1,OpenSoundControl:ConstraintsandLimitations,NIME,,,,,
Adrian,1,0,0,0,0,0,"Genoa,Italy",2008,1,ApplicationofnewFiberandMalleableMaterialsforAgileDevelopmentofAugmentedInstrumentsandControllers,NIME,,,,,
Gabriel,1,1,1,0,0,0,"Genoa,Italy",2008,3,InteractionwithTonalPitchSpaces,NIME,Markus,Christian,,,
Christian,1,1,1,1,1,0,"Genoa,Italy",2008,5,TowardsParticipatoryDesignandEvaluationofTheremin-basedMusicalInterfaces,NIME,Holger,David,Florian,Cornelius,
Andrew,1,1,0,0,0,0,"Genoa,Italy",2008,2,WearableInterfacesforCyberphysicalMusicalExpression,NIME,Nathan,,,,
Maurizio,1,1,0,0,0,0,"Genoa,Italy",2008,2,ElementaryGestaltsforGestureSonification,NIME,Pietro,,,,
Tobias,1,0,0,0,0,0,"Genoa,Italy",2008,1,"LowForcePressureMeasurement:PressureSensorMatricesforGestureAnalysis,StiffnessRecognitionandAugmentedInstruments",NIME,,,,,
Aristotelis,1,1,1,0,0,0,"Genoa,Italy",2008,3,TheElbowPiano:SonificationofPianoPlayingMovements,NIME,Erwin,Max,,,
Kjetil,1,1,0,0,0,0,"Genoa,Italy",2008,2,MoreDJTechniquesonthereactable,NIME,Marcos,,,,
Ethan,1,1,3,0,0,0,"Genoa,Italy",2008,3,SwingSet:MusicalControllerswithInherentPhysicalDynamics,NIME,Jeff,Kyle,,,
Mitsuyo,4,1,1,0,0,0,"Genoa,Italy",2008,3,ADirectablePerformanceRenderingSystem:Itopul,NIME,Yosuke,Haruhiro,,,
Kouki,1,1,0,0,0,0,"Genoa,Italy",2008,2,MusicGlove:AWearableMusicalControllerforMassiveMediaLibrary,NIME,Kenji,,,,
William,1,1,0,0,0,0,"Genoa,Italy",2008,2,DesigningAmbientMusicalInformationSystems,NIME,Ian,,,,
Tomíçs,1,0,0,0,0,0,"Genoa,Italy",2008,1,META-{EV}IInnovativePerformancePathswithaWindController,NIME,,,,,
Robert,1,1,1,0,0,0,"Genoa,Italy",2008,3,AMobileMusicEnvironmentUsingaPDCompilerandWirelessSensors,NIME,Mark,Joseph,,,
Kazuhiro,1,1,0,0,0,0,"Genoa,Italy",2008,2,"Monalisa:""SeetheSound,HeartheImage""",NIME,Norihisa,,,,
Staas,0,0,0,0,0,0,"Genoa,Italy",2008,1,TheCyclotactor:TowardsaTactilePlatformforMusicalInteraction,NIME,,,,,
Anna,4,1,1,4,0,0,"Genoa,Italy",2008,4,HoppsaUniversum--AnInteractiveDanceInstallationforChildren,NIME,Anders,Karl,Elisabet,,
Yusuke,1,4,1,0,0,0,"Genoa,Italy",2008,3,Oto-Shigure:AnUmbrella-ShapedSoundGeneratorforMusicalExpression,NIME,Mai,Hiroya,,,
Chris,2,1,4,0,0,0,"Genoa,Italy",2008,3,HCIMethodologyForEvaluatingMusicalControllers:ACaseStudy,NIME,Nick,Geraldine,,,
David,1,0,0,0,0,0,"Genoa,Italy",2008,1,"NetworkMusics-Play,EngagementandtheDemocratizationofPerformance",NIME,,,,,
Mari,4,0,0,0,0,0,"Genoa,Italy",2008,1,MakingofVITESSIMOforAugmentedViolin:CompositionalProcessandPerformance,NIME,,,,,
Bart,1,1,1,1,1,1,"Genoa,Italy",2008,6,TheHOPSensor:WirelessMotionSensor,NIME,Wouter,Frederick,Jan,Michiel,Marc
Otso,1,0,0,0,0,0,"Genoa,Italy",2008,1,AnApproachtoInstrumentAugmentation:theElectricGuitar,NIME,,,,,
Silvia,4,0,0,0,0,0,"Genoa,Italy",2008,1,The'SuspendedClarinet'withthe'UncausedSound':DescriptionofaRenewedMusicalInstrument,NIME,,,,,
Mikael,1,1,0,0,0,0,"Genoa,Italy",2008,2,TowardsIdiomaticandFlexibleScore-basedGesturalControlwithaScriptingLanguage,NIME,Mika,,,,
Jí_rn,1,0,0,0,0,0,"Genoa,Italy",2008,1,ProgrammingaMusicSynthesizerthroughDataMining,NIME,,,,,
Robert,1,1,0,0,0,0,"Genoa,Italy",2008,2,FromToytoTutor:Note-ScrollerisaGametoTeachMusic,NIME,Simon,,,,
Vassilios-Fivos,0,1,0,0,0,0,"Genoa,Italy",2008,2,TowardsanAffectiveGestureInterfaceforExpressiveMusicPerformance,NIME,Christian,,,,
Keith,1,0,0,0,0,0,"Genoa,Italy",2008,1,Stage-WorthySensorBowsforStringedInstruments,NIME,,,,,
Dylan,2,0,0,0,0,0,"Genoa,Italy",2008,1,VirtualIntimacy:PhyaasanInstrument,NIME,,,,,
Paul,1,1,0,0,0,0,"Genoa,Italy",2008,2,VideoBasedRecognitionofHandGesturesbyNeuralNetworksfortheControlofSoundandMusic,NIME,Tony,,,,
Chris,2,1,0,0,0,0,"Genoa,Italy",2008,2,RealtimeRepresentationandGesturalControlofMusicalPolytempi,NIME,Alan,,,,
Kia,4,1,0,0,0,0,"Genoa,Italy",2008,2,i-Maestro:Technology-EnhancedLearningandTeachingforMusic,NIME,Paolo,,,,
Jyri,1,4,1,0,0,0,"Genoa,Italy",2008,3,SlideGuitarSynthesizerwithGesturalControl,NIME,Vesa,Tapio,,,
Clí©o,4,0,0,0,0,0,"Genoa,Italy",2008,1,EightYearsofPracticeontheHyper-Flute:TechnologicalandMusicalPerspectives,NIME,,,,,
Jean-Marc,1,0,0,0,0,0,"Genoa,Italy",2008,1,SonifiedMotionFlowFieldsasaMeansofMusicalExpression,NIME,,,,,
Timothy,1,1,1,1,0,0,"Genoa,Italy",2008,4,AddressingClassesbyDifferentiatingValuesandPropertiesinOSC,NIME,Trond,Alexander,Nils,,
Robin,2,1,0,0,0,0,"Genoa,Italy",2008,2,DatabaseandMappingDesignforAudiovisualPreparedRadioSetInstallation,NIME,Pedro,,,,
Juhani,1,0,0,0,0,0,"Genoa,Italy",2008,1,Sormina--aNewVirtualandTangibleInstrument,NIME,,,,,
Andrew,1,1,1,0,0,0,"Genoa,Italy",2008,3,ATuringTestforB-Keeper:EvaluatinganInteractive,NIME,Mark,Nick,,,
Gerard,1,4,0,0,0,0,"Genoa,Italy",2008,2,ATabletopWaveformEditorforLivePerformance,NIME,Anna,,,,
Jan,1,0,0,0,0,0,"Genoa,Italy",2008,1,"DavosSoundscape,aLocationBasedInteractiveComposition",NIME,,,,,
Margaret,4,4,4,0,0,0,"Genoa,Italy",2008,3,"ScoringanInteractive,MultimediaPerformanceWork",NIME,Alison,Elizabeth,,,
Andrew,1,1,0,0,0,0,"Genoa,Italy",2008,2,uOSC:TheOpenSoundControlReferencePlatformforEmbeddedDevices,NIME,Adrian,,,,
Eva,4,0,0,0,0,0,"Genoa,Italy",2008,1,PrototypeGO:WirelessControllerforPureData,NIME,,,,,
Dan,1,1,1,0,0,0,"Genoa,Italy",2008,3,DiscourseAnalysisEvaluationMethodforExpressiveMusicalInterfaces,NIME,Mark,Nick,,,
Kenji,1,1,1,1,0,0,"Genoa,Italy",2008,4,beacon:EmbodiedSoundMediaEnvironmentforSocio-MusicalInteraction,NIME,Miho,Takahiro,Toshiaki,,
Yoshinari,1,1,0,0,0,0,"Genoa,Italy",2008,2,UnitKeyboard:AnEasilyConfigurableCompactClavier,NIME,Masahiko,,,,
Paulo,1,1,0,0,0,0,"Genoa,Italy",2008,2,"Developingan""Antigenous""ArtInstallationBasedonaTouchlessEndosystemInterface",NIME,Aidan,,,,
Jean-Baptiste,1,1,1,1,1,0,"Genoa,Italy",2008,5,RealTimeGestureLearningandRecognition:TowardsAutomaticCategorization,NIME,Samer,Andrew,Nick,Mark,
Giuseppe,1,2,1,0,0,0,"Genoa,Italy",2008,3,TheDevelopmentofMotionTrackingAlgorithmsforLowCostInertialMeasurementUnits,NIME,Javier,Mikael,,,
Andrea,4,0,0,0,0,0,"Genoa,Italy",2008,1,"GeoGraphy:aReal-Time,Graph-BasedCompositionEnvironment",NIME,,,,,
Andrea,4,0,0,0,0,0,"Genoa,Italy",2008,1,IntegratedAlgorithmicCompositionFluidsystemsforincludingnotationinmusiccompositioncycle,NIME,,,,,
Anders,1,0,0,0,0,0,"Genoa,Italy",2008,1,BendingCommonMusicwithPhysicalModels,NIME,,,,,
Nicholas,1,0,1,1,0,0,"Genoa,Italy",2008,4,AStudyofTwoThereminists:TowardsMovementInformedInstrumentDesign,NIME,Kedzie,Sile,Benjamin,,
Mike,1,1,1,1,0,0,"Genoa,Italy",2008,4,Large-ScaleMobileAudioEnvironmentsforCollaborativeMusicalInteraction,NIME,Nicolas,Zack,Jeremy,,
Diana,4,0,0,0,0,0,"Genoa,Italy",2008,1,ClassificationofCommonViolinBowingTechniquesUsingGestureDatafromaPlayableMeasurementSystem,NIME,,,,,
Iannis,1,0,0,0,0,0,"Genoa,Italy",2008,1,Multi-PlatformDevelopmentofAudiovisualandKineticInstallations,NIME,,,,,
Michael,1,0,0,0,0,0,"Genoa,Italy",2008,1,AnElementaryMethodforTablet,NIME,,,,,
Amit,1,4,0,0,0,0,"Genoa,Italy",2008,2,ConsideringVirtual\&PhysicalAspectsinAcousticGuitarDesign,NIME,Pattie,,,,
Nicolas,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,AdvancedTechniquesforVerticalTabletPlayingAOverviewofTwoYearsofPracticingtheHandSketch1.x,NIME,Thierry,,,,
Niels,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,AnEarlyPrototypeoftheAugmentedPsychoPhone,NIME,Smilen,,,,
Marije,4,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,"CodeLiveCodeLive,orlivecodeEmbodied",NIME,,,,,
Marije,4,1,1,1,1,0,"Pittsburgh,PA,UnitedStates",2009,5,"SharingDatainCollaborative,InteractivePerformances:theSenseWorldDataNetwork",NIME,Harry,Christopher,Joseph,Marcelo,
Tarik,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,Versum:AudiovisualComposingin3d,NIME,,,,,
Tarik,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,Versum--Fluor,NIME,,,,,
Edgar,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,HSP:ASimpleandEffectiveOpen-SourcePlatformforImplementingHapticMusicalInstruments,NIME,Gí_nter,Julius,,,
Edgar,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,UsingHapticDevicestoInterfaceDirectlywithDigitalWaveguide-BasedMusicalInstruments,NIME,Gí_nter,Julius,,,
Edgar,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,UsingHapticstoAssistPerformersinMakingGesturestoaMusicalInstrument,NIME,Gí_nter,Julius,,,
Andrea,4,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,TheDrummer:aCollaborativeMusicalInterfacewithMobility,NIME,Woon,,,,
Nicolas,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,ChallengesandPerformanceofHigh-FidelityAudioStreamingforInteractivePerformances,NIME,Jeremy,,,,
Ivika,4,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,Elemental\&CyreneReefs,NIME,Eric,,,,
Jamie,3,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,TowardsaHumaneGraphicalUserInterfaceforLiveElectronicMusic,NIME,Lamberto,,,,
Mike,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,FromRealtoVirtual:AComparisonofInputDevicesforPercussionTasks,NIME,Carmine,Marcelo,,,
Perry,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,Re-DesigningPrinciplesforComputerMusicControllers:aCaseStudyofSqueezeVoxMaggie,NIME,,,,,
Langdon,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,"TheMidi-AirGuitar,AseriousMusicalControllerwithaFunnyNameMusicTechnologyProgram",NIME,William,,,,
Andy,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,SpiralSet:ASoundToyUtilizingGameEngineTechnologies,NIME,,,,,
Andy,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,MagNular:SymbolicControlofanExternalSoundEngineUsinganAnimatedInterface,NIME,,,,,
Luke,1,4,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,Bioluminescence,NIME,Lesley,,,,
Georg,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,SpeedDial:RapidandOn-The-FlyMappingofMobilePhoneInstruments,NIME,,,,,
Noah,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,AudioOrienteering--NavigatinganInvisibleTerrain,NIME,,,,,
Sidney,2,1,4,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,ForTouch:AWearableDigitalVentriloquizedActor,NIME,Bob,Allison,,,
Sam,2,4,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,AnInterfaceforLiveInteractiveSonification,NIME,Kirsty,,,,
Rebecca,4,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,"AMeta-InstrumentforInteractive,On-the-FlyMachineLearning",NIME,Dan,Perry,,,
Adrian,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,"NovelandForgottenCurrent-steeringTechniquesforResistiveMultitouch,Duotouch,andPolytouchPositionSensingwithPressure",NIME,,,,,
Adrian,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,FeaturesandFutureofOpenSoundControlversion1.1forNIME,NIME,Andrew,,,,
Cavan,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,WhereDidItAllGoWrong?AModelofErrorFromtheSpectator{\textquoteright}sPerspective,NIME,Michael,Paul,,,
Emmanuelle,4,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,SensorTechnologyandtheRemakingofInstrumentsfromthePast,NIME,Marc,,,,
Mingfei,0,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,LUMI:LivePerformanceParadigmsUtilizingSoftwareIntegratedTouchScreenandPressureSensitiveButtonMatrix,NIME,Craig,,,,
Steven,1,4,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,AQuantitativeEvaluationoftheDifferencesbetweenKnobsandSliders,NIME,Stefania,,,,
Nicholas,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,The{SAR}CEyesWebCatalog:APatternRecognitionToolboxforMusician-ComputerInteraction,NIME,Benjamin,Sile,,,
Nicholas,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,Scratch-Off:AGestureBasedMobileMusicGamewithTactileFeedback,NIME,Sile,Georg,,,
Nan-Wei,0,4,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,MusicGrip:AWritingInstrumentforMusicControl,NIME,Mat,Joseph,,,
Suguru,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,BodyJack,NIME,,,,,
Suguru,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,"netBody-""AugmentedBodyandVirtualBodyII""withtheSystem,BodySuit,PoweredSuitandSecondLife-ItsIntroductionofanApplicationoftheSystem",NIME,Rob,,,,
Scot,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,"Cellphonia:4'33""",NIME,Steve,,,,
Michael,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,DesigningforStyleinNewMusicalInteractions,NIME,Paul,Peter,,,
Andreas,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,Gyroscope-BasedConductingGestureRecognition,NIME,Aristotelis,Max,,,
Aristotelis,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,ProbabilisticModelofPianists{\textquoteright}ArmTouchMovements,NIME,Erwin,Max,,,
Mark,1,1,1,1,0,0,"Pittsburgh,PA,UnitedStates",2009,4,HapticCarillon--Analysis\&DesignoftheCarillonMechanism,NIME,Fazel,Greg,Timothy,,
Tomíçs,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,DoubleSlideController,NIME,,,,,
David,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,Performance:ModalKombatPlays{PON}G,NIME,Evan,,,,
Jason,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,Real-TimePhaseVocoderManipulationbyRunner{\textquoteright}sPace,NIME,Marcelo,Ichiro,,,
Min,4,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,CosmicStringsII,NIME,,,,,
William,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,EvaluatingInteractiveMusicSystems:AnHCIApproach,NIME,Marc,,,,
Eric,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,TheNaviActivityMonitor:TowardUsingKinematicDatatoHumanizeComputerMusic,NIME,Colby,,,,
Elena,4,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,TheVocalAugmentationandManipulationProsthesis(VAMP):AConducting-BasedGesturalControllerforVocalPerformance,NIME,,,,,
Andrew,1,4,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,DesigningforConversationalInteraction,NIME,Linda,Ernest,,,
Daniel,1,1,4,1,1,1,"Pittsburgh,PA,UnitedStates",2009,6,TheFragmentedOrchestra,NIME,Tim,Jane,John,Nicholas,Nick
Randy,2,1,1,1,0,0,"Pittsburgh,PA,UnitedStates",2009,4,AForce-SensitiveSurfaceforIntimateControl,NIME,Peter,Andrew,George,,
Staas,0,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,DevelopingtheCyclotactor,NIME,,,,,
