,AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17,
,[u'Christopher Ariza'],Christopher,male,"Ann Arbor, Michigan",2012,1,The Dual-Analog Gamepad as a Practical Platform for Live Electronics Instrument and Interface Design,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Maria Astrinaki', u""Nicolas d'Alessandro"", u'Thierry Dutoit']",Maria,female,"Ann Arbor, Michigan",2012,3,MAGE --A Platform for Tangible Speech Synthesis,NIME,Nicolas,male,Thierry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,0.99,,,,,,,,,,,,,,,
,"[u'Jero\\^nimo Barbosa', u'Filipe Calegario', u'Vero\\^nica Teichrieb', u'Geber Ramalho', u'Patrick McGlynn']",Jerônimo,None,"Ann Arbor, Michigan",2012,5,Considering Audience's View Towards an Evaluation Methodology for Digital Musical Instruments,NIME,Filipe,male,Verônica,None,Geber,None,Patrick,male,,,,,,,,,,,,,,,,,,,,,,,,,None,1,None,None,1,,,,,,,,,,,,,
,"[u'Kirsty Beilharz', u'Aengus Martin']",Kirsty,female,"Ann Arbor, Michigan",2012,2,The `Interface' in Site-Specific Sound Installation,NIME,Aengus,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Andreas Bergsland', u'Tone {\\AA}se']",Andreas,male,"Ann Arbor, Michigan",2012,2,Using a seeing/blindfolded paradigm to study audience experiences of live-electronic performances with voice,NIME,Tone,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.81,,,,,,,,,,,,,,,,
,"[u'Graham Booth', u'Michael Gurevich']",Graham,male,"Ann Arbor, Michigan",2012,2,Collaborative composition and socially constituted instruments: Ensemble laptop performance through the lens of ethnography,NIME,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Mathieu Bosi', u'Sergi Jord{\\`a}']",Mathieu,male,"Ann Arbor, Michigan",2012,2,Towards fast multi-point force and hit detection in tabletops using mechanically intercoupled force sensing resisors,NIME,Sergi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,[u'William Brent'],William,male,"Ann Arbor, Michigan",2012,1,The Gesturally Extended Piano,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Cameron N. Britt', u'Jeff Snyder', u'Andrew McPherson']",Cameron,male,"Ann Arbor, Michigan",2012,3,The EMvibe: An Electromagnetically Actuated Vibraphone,NIME,Jeff,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1,1,,,,,,,,,,,,,,,
,"[u'Ivica Bukvic', u'Liesl Baum', u'Bennett Layman', u'Kendall Woodard']",Ivica,male,"Ann Arbor, Michigan",2012,4,Granular Learning Objects for Instrument Design and Collaborative Performance in K-12 Education,NIME,Liesl,female,Bennett,male,Kendall,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1,0.96,0.53,,,,,,,,,,,,,,
,[u'John Buschert'],John,male,"Ann Arbor, Michigan",2012,1,Musician Maker: Play expressive music without practice,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,[u'Benjamin Carey'],Benjamin,male,"Ann Arbor, Michigan",2012,1,Designing for Cumulative Interactivity: The _derivations System,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Chris Carlson', u'Ge Wang']",Chris,male,"Ann Arbor, Michigan",2012,2,Borderlands -An Audiovisual Interface for Granular Synthesis,NIME,Ge,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.61,,,,,,,,,,,,,,,,
,[u'Julien Castet'],Julien,male,"Ann Arbor, Michigan",2012,1,Performing experimental music by physical simulation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Aisen Caro Chacin'],Aisen,None,"Ann Arbor, Michigan",2012,1,Play-A-Grill: Music To Your Teeth,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
,"[u'Hongchan Choi', u'John Granzow', u'Joel Sadler']",Hongchan,None,"Ann Arbor, Michigan",2012,3,The Deckle Project : A Sketch of Three Sensors,NIME,John,male,Joel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.99,0.99,,,,,,,,,,,,,,,
,"[u'Alexis Clay', u'Nadine Couture', u'Myriam Desainte-Catherine', u'Pierre-Henri Vulliard', u'Joseph Larralde', u'Elodie Decarsin']",Alexis,male,"Ann Arbor, Michigan",2012,6,Movement to emotions to music: using whole body emotional expression as an interaction for electronic music generation,NIME,Nadine,female,Myriam,female,Pierre-Henri,male,Joseph,male,Elodie,female,,,,,,,,,,,,,,,,,,,,,,,0.52,1,1,1,0.99,1,,,,,,,,,,,,
,[u'Luke Dahl'],Luke,male,"Ann Arbor, Michigan",2012,1,Wicked Problems and Design Considerations in Composing for Laptop Orchestra,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Palle Dahlstedt'],Palle,male,"Ann Arbor, Michigan",2012,1,Pencil Fields: An Expressive Low-Tech Performance Interface for Analog Synthesis,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Nate Derbinsky', u'Georg Essl']",Nate,male,"Ann Arbor, Michigan",2012,2,Exploring Reinforcement Learning for Mobile Percussive Collaboration,NIME,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,[u'Marco Donnarumma'],Marco,male,"Ann Arbor, Michigan",2012,1,Music for Flesh II: informing interactive music performance with the viscerality of the body system,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Dalia El-Shimy', u'Thomas Hermann', u'Jeremy Cooperstock']",Dalia,female,"Ann Arbor, Michigan",2012,3,A Reactive Environment for Dynamic Volume Control,NIME,Thomas,male,Jeremy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,,,,,,,,,,,,,,,
,"[u'Ayaka Endo', u'Takuma Moriyama', u'Yasuo Kuhara']",Ayaka,female,"Ann Arbor, Michigan",2012,3,Tweet Harp: Laser Harp Generating Voice and Text of Real-time Tweets in Twitter,NIME,Takuma,male,Yasuo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'STEFANO FASCIANI', u'LONCE WYSE']",STEFANO,male,"Ann Arbor, Michigan",2012,2,A Voice Interface for Sound Generators: adaptive and automatic mapping of gestures to sound,NIME,LONCE,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,,,,,,,,,,,,,,,,
,[u'Adrian Freed'],Adrian,male,"Ann Arbor, Michigan",2012,1,The Fingerphone: a Case Study of Sustainable Instrument Redesign,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
,"[u'Christian Frisson', u""Ste\\'phane Dupont"", u'Julien Leroy', u'Alexis Moinet', u'Thierry Ravet', u'Xavier Siebert', u'Thierry Dutoit']",Christian,male,"Ann Arbor, Michigan",2012,7,LoopJam: turning the dance floor into a collaborative instrumental map,NIME,Stéphane,None,Julien,male,Alexis,male,Thierry,male,Xavier,male,Thierry,male,,,,,,,,,,,,,,,,,,,,,0.99,None,1,0.52,0.99,0.99,0.99,,,,,,,,,,,
,"[u'Cavan Fyans', u'Adnan Marquez-Borbon', u'Paul Stapleton', u'Michael Gurevich']",Cavan,male,"Ann Arbor, Michigan",2012,4,Ecological considerations for participatory design of DMIs,NIME,Adnan,male,Paul,male,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
,"[u'Lawrence Fyfe', u'Adam Tindale', u'Sheelagh Carpendale']",Lawrence,male,"Ann Arbor, Michigan",2012,3,Node and Message Management with the JunctionBox Interaction Toolkit,NIME,Adam,male,Sheelagh,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'David Gerhard', u'Brett Park']",David,male,"Ann Arbor, Michigan",2012,2,Instant Instrument Anywhere: A Self-Contained Capacitive Synthesizer,NIME,Brett,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Nicholas Gillian', u'Joseph A. Paradiso']",Nicholas,male,"Ann Arbor, Michigan",2012,2,Digito: A Fine-Grain Gesturally Controlled Virtual Musical Instrument,NIME,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Marcello Giordano', u'Stephen Sinclair', u'Marcelo M. Wanderley']",Marcello,male,"Ann Arbor, Michigan",2012,3,Bowing a vibration-enhanced force feedback device,NIME,Stephen,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Nan-Wei Gong', u'Nan Zhao', u'Joseph Paradiso']",Nan-Wei,None,"Ann Arbor, Michigan",2012,3,A Customizable Sensate Surface for Music Control,NIME,Nan,female,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.91,0.99,,,,,,,,,,,,,,,
,"[u'Tobias Grosshauser', u'Victor Candia', u'Horst Hildebrand', u'Gerhard Tr{\\""o}ster']",Tobias,male,"Ann Arbor, Michigan",2012,4,Sensor Based Measurements of Musicians' Synchronization Issues,NIME,Victor,male,Horst,male,Gerhard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
,"[u'Yoonchang Han', u'Jinsoo Na', u'Kyogu Lee']",Yoonchang,None,"Ann Arbor, Michigan",2012,3,FutureGrab: A wearable subtractive synthesizer using hand gesture,NIME,Jinsoo,male,Kyogu,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,None,,,,,,,,,,,,,,,
,"[u'Yoon Chung Han', u'Byeong-jun Han']",Yoon,female,"Ann Arbor, Michigan",2012,2,Virtual Pottery: An Interactive Audio-Visual Installation,NIME,Byeong-jun,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,None,,,,,,,,,,,,,,,,
,"[u'Anne-Marie Skriver Hansen', u'Hans J{\\o}rgen Andersen', u'Pirkko Raudaskoski']",Anne-Marie,female,"Ann Arbor, Michigan",2012,3,Two Shared Rapid Turn Taking Sound Interfaces for Novices,NIME,Hans,male,Pirkko,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,,,,,,,,,,,,,,,
,[u'Jiffer Harriman'],Jiffer,None,"Ann Arbor, Michigan",2012,1,Sinkapater -An Untethered Beat Sequencer,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
,"[u'Ian Hattwick', u'Kojiro Umezaki']",Ian,male,"Ann Arbor, Michigan",2012,2,Approaches to Interaction in a Digital Music Ensemble,NIME,Kojiro,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,None,,,,,,,,,,,,,,,,
,"[u'Ian Hattwick', u'Marcelo Wanderley']",Ian,male,"Ann Arbor, Michigan",2012,2,A Dimension Space for Evaluating Collaborative Musical Performance Systems,NIME,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,[u'Tomas Henriques'],Tomas,male,"Ann Arbor, Michigan",2012,1,SONIK SPRING,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Jamie Henson', u'Benjamin Collins', u'Alexander Giles', u'Kathryn Webb', u'Matthew Livingston', u'Thomas Mortensson']",Jamie,male,"Ann Arbor, Michigan",2012,6,Kugelschwung -a Pendulum-based Musical Instrument,NIME,Benjamin,male,Alexander,male,Kathryn,female,Matthew,male,Thomas,male,,,,,,,,,,,,,,,,,,,,,,,0.53,1,1,1,1,1,,,,,,,,,,,,
,"[u'Jordan Hochenbaum', u'Ajay Kapur']",Jordan,male,"Ann Arbor, Michigan",2012,2,Drum Stroke Computing: Multimodal Signal Processing for Drum Stroke Identification and Performance Metrics,NIME,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.99,,,,,,,,,,,,,,,,
,"[u'Avrum Hollinger', u'Marcelo M. Wanderley']",Avrum,male,"Ann Arbor, Michigan",2012,2,Optoelectronic Acquisition and Control Board for Musical Applications,NIME,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,[u'Jay Alan Jackson'],Jay,male,"Ann Arbor, Michigan",2012,1,Bubble Drum-agog-ing: Polyrhythm Games \& Other Inter Activities,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,
,[u'Jay Alan Jackson'],Jay,male,"Ann Arbor, Michigan",2012,1,Bubble Drum-agog-ing: Polyrhythm Games \& Other Inter Activities,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,
,"[u'Javier Jaimovich', u'Miguel Ortiz', u'Niall Coghlan', u'Benjamin Knapp']",Javier,male,"Ann Arbor, Michigan",2012,4,The Emotion in Motion Experiment: Using an Interactive Installation as a Means for Understanding Emotional Response to Music,NIME,Miguel,male,Niall,male,Benjamin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
,"[u'Blake Johnston', u'Owen Vallis', u'Ajay Kapur']",Blake,male,"Ann Arbor, Michigan",2012,3,A Comparative User Study of Two Methods of Control on a Multi-Touch Surface for Musical Expression,NIME,Owen,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.99,0.99,,,,,,,,,,,,,,,
,"[u'Ajay Kapur', u'Jim Murphy', u'Dale Carnegie']",Ajay,male,"Ann Arbor, Michigan",2012,3,"Kritaanjali: A Robotic Harmonium for Performance, Pedogogy and Research",NIME,Jim,male,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,0.91,,,,,,,,,,,,,,,
,"[u'Yuya Kikukawa', u'Takaharu Kanai', u'Tatsuhiko Suzuki', u'Toshiki Yoshiike', u'Tetsuaki Baba', u'Kumiko Kushiyama']",Yuya,female,"Ann Arbor, Michigan",2012,6,PocoPoco: A Kinetic Musical Interface With Electro-Magnetic Levitation Units,NIME,Takaharu,None,Tatsuhiko,male,Toshiki,male,Tetsuaki,None,Kumiko,female,,,,,,,,,,,,,,,,,,,,,,,1,None,1,1,None,1,,,,,,,,,,,,
,"[u'Bongjun Kim', u'Woon Seung Yeo']",Bongjun,None,"Ann Arbor, Michigan",2012,2,Interactive Mobile Music Performance with Digital Compass,NIME,Woon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.86,,,,,,,,,,,,,,,,
,"[u'Mari Kimura', u'Nicolas Rasamimanana', u""Fred\\'e\\'ric Bevilacqua"", u'Norbert Schnell', u'Bruno Zamborlin', u""Emmanuel Fl{\\'e}ty""]",Mari,female,"Ann Arbor, Michigan",2012,6,Extracting Human Expression For Interactive Composition with the Augmented Violin,NIME,Nicolas,male,Fred́éric,None,Norbert,male,Bruno,male,Emmanuel,male,,,,,,,,,,,,,,,,,,,,,,,0.99,1,None,1,1,1,,,,,,,,,,,,
,"[u""Adinda Rosa van 't Klooster""]",Adinda,female,"Ann Arbor, Michigan",2012,1,The body as mediator of music in the Emotion Light,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
,"[u'Chi-Hsia Lai', u'Koray Tahiroglu']",Chi-Hsia,None,"Ann Arbor, Michigan",2012,2,A Design Approach to Engage with Audience with Wearable Musical Instruments: Sound Gloves,NIME,Koray,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,,
,"[u'Jeong-seob Lee', u'Woon Seung Yeo']",Jeong-seob,None,"Ann Arbor, Michigan",2012,2,Real-time Modification of Music with Dancer's Respiration Pattern,NIME,Woon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.86,,,,,,,,,,,,,,,,
,"[u'Myunghee Lee', u'Youngsun Kim', u'Gerard Kim']",Myunghee,female,"Ann Arbor, Michigan",2012,3,Empathetic Interactive Music Video Experience,NIME,Youngsun,None,Gerard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,1,,,,,,,,,,,,,,,
,"[u'Sang Won Lee', u'Jason Freeman', u'Andrew Collela']",Sang,male,"Ann Arbor, Michigan",2012,3,"Real-Time Music Notation, Collaborative Improvisation, and Laptop Ensembles",NIME,Jason,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1,1,,,,,,,,,,,,,,,
,"[u'Sang Won Lee', u'Ajay Srinivasamurthy', u'Gregoire Tronel', u'Weibin Shen', u'Jason Freeman']",Sang,male,"Ann Arbor, Michigan",2012,5,Tok! : A Collaborative Acoustic Instrument using Mobile Phones,NIME,Ajay,male,Gregoire,male,Weibin,male,Jason,male,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.99,1,1,1,,,,,,,,,,,,,
,[u'Hans Leeuw'],Hans,male,"Ann Arbor, Michigan",2012,1,"The electrumpet, additions and revisions",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Hans Leeuw', u'Jorrit Tamminga']",Hans,male,"Ann Arbor, Michigan",2012,2,"NIME Education at the HKU, Emphasizing performance",NIME,Jorrit,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,[u'Paul Lehrman'],Paul,male,"Ann Arbor, Michigan",2012,1,Multiple Pianolas in Antheil's Ballet m{\'e}canique,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Cory Levinson'],Cory,male,"Ann Arbor, Michigan",2012,1,TedStick: A Tangible Electrophonic Drumstick,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,
,"[u'Benjamin Levy', u'Georges Bloch', u'Gerard Assayag']",Benjamin,male,"Ann Arbor, Michigan",2012,3,"OMaxist Dialectics: Capturing, Visualizing and Expanding Improvisations",NIME,Georges,male,Gerard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,,,,,,,,,,,,,,,
,"[u'Jia-Liang Lu', u'Da-Lei Fang', u'Yi Qin', u'Jiu-Qiang Tang']",Jia-Liang,None,"Ann Arbor, Michigan",2012,4,Wireless Interactive Sensor Platform for Real-Time Audio-Visual Experience,NIME,Da-Lei,None,Yi,female,Jiu-Qiang,None,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,0.56,None,,,,,,,,,,,,,,
,"[u'Matti Luhtala', u'Ilkka Niemel{\\""a}inen', u'Johan Plomp', u'Markku Turunen', u'Julius Tuomisto']",Matti,male,"Ann Arbor, Michigan",2012,5,Studying Aesthetics in a Musical Interface Design Process Through `Aesthetic Experience Prism',NIME,Ilkka,male,Johan,male,Markku,male,Julius,male,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1,1,1,1,,,,,,,,,,,,,
,[u'Vangelis Lympouridis'],Vangelis,male,"Ann Arbor, Michigan",2012,1,EnActor: A Blueprint for a Whole Body Interaction Design Software Platform,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Alexander M{\\""u}ller-Rakow', u'Jochen Fuchs']",Alexander,male,"Ann Arbor, Michigan",2012,2,The Human Skin as an Interface for Musical Expression,NIME,Jochen,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Nathan Magnus', u'David Gerhard']",Nathan,male,"Ann Arbor, Michigan",2012,2,Musician Assistance and Score Distribution (MASD),NIME,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Nicolas Makelberge', u""A\\'lvaro Barbosa"", u""Andre\\' Perrotta"", u""Lui\\'s Sarmento Ferreira""]",Nicolas,male,"Ann Arbor, Michigan",2012,4,Perfect Take: Experience design and new interfaces for musical expression,NIME,Álvaro,None,André,None,Luís,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,None,None,,,,,,,,,,,,,,
,[u'Stelios Manousakis'],Stelios,male,"Ann Arbor, Michigan",2012,1,Network spaces as collaborative instruments: {WLAN} trilateration for musical echolocation in sound art,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,[u'Martin Marier'],Martin,male,"Ann Arbor, Michigan",2012,1,Designing Mappings for Musical Interfaces Using Preset Interpolation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Brian Mayton', u'Gershon Dublon', u'Nicholas Joliat', u'Joseph A. Paradiso']",Brian,male,"Ann Arbor, Michigan",2012,4,Patchwork: Multi-User Network Control of a Massive Modular Synthesizer,NIME,Gershon,male,Nicholas,male,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.99,,,,,,,,,,,,,,
,"[u'Ryan McGee', u'Daniel Ashbrook', u'Sean White']",Ryan,male,"Ann Arbor, Michigan",2012,3,SenSynth: a Mobile Application for Dynamic Sensor to Sound Mapping,NIME,Daniel,male,Sean,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,,
,"[u'Patrick McGlynn', u'Victor Lazzarini', u'Gordon Delap', u'Xiaoyu Chen']",Patrick,male,"Ann Arbor, Michigan",2012,4,Recontextualizing the Multi-touch Surface,NIME,Victor,male,Gordon,male,Xiaoyu,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.63,,,,,,,,,,,,,,
,[u'Andrew McPherson'],Andrew,male,"Ann Arbor, Michigan",2012,1,TouchKeys: Capacitive Multi-Touch Sensing on a Physical Keyboard,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Andrew McPherson'],Andrew,male,"Ann Arbor, Michigan",2012,1,Techniques and Circuits for Electromagnetic Instrument Actuation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Jonh Melo', u""Daniel G{\\'o}mez"", u'Miguel Vargas']",Jonh,male,"Ann Arbor, Michigan",2012,3,Gest-O: Performer gestures used to expand the sounds of the saxophone,NIME,Daniel,male,Miguel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Duncan Menzies', u'Andrew McPherson']",Duncan,male,"Ann Arbor, Michigan",2012,2,An Electronic Bagpipe Chanter for Automatic Recognition of Highland Piping Ornamentation,NIME,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Raymond Migneco', u'Youngmoo Kim']",Raymond,male,"Ann Arbor, Michigan",2012,2,A Component-Based Approach for Modeling Plucked-Guitar Excitation Signals,NIME,Youngmoo,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,,,,,,
,"[u'Thomas Mitchell', u'Sebastian Madgwick', u'Imogen Heap']",Thomas,male,"Ann Arbor, Michigan",2012,3,Musical Interaction with Hand Posture and Orientation: A Toolbox of Gestural Control Mechanisms,NIME,Sebastian,male,Imogen,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Jim Murphy', u'Ajay Kapur', u'Dale Carnegie']",Jim,male,"Ann Arbor, Michigan",2012,3,Better Drumming Through Calibration: Techniques for Pre-Performance Robotic Percussion Optimization,NIME,Ajay,male,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,0.91,,,,,,,,,,,,,,,
,"[u'Chris Nash', u'Alan Blackwell']",Chris,male,"Ann Arbor, Michigan",2012,2,Liveness and Flow in Notation Use,NIME,Alan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1,,,,,,,,,,,,,,,,
,[u'James Nesfield'],James,male,"Ann Arbor, Michigan",2012,1,Strategies for Engagement in Computer-Mediated Musical Performance,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Doug Van Nort', u'Jonas Braasch', u'Pauline Oliveros']",Doug,male,"Ann Arbor, Michigan",2012,3,Mapping to musical actions in the FILTER system,NIME,Jonas,male,Pauline,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Kristian Nymoen', u'Arve Voldsund', u'Skogstad, St\\aale A.', u'Jensenius, Alexander Refsum', u'Jim Torresen']",Kristian,male,"Ann Arbor, Michigan",2012,5,Comparing Motion Data from an iPod Touch to a High-End Optical Infrared Marker-Based Motion Capture System,NIME,Arve,male,Ståle,male,Alexander,male,Jim,male,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1,1,1,1,,,,,,,,,,,,,
,"[u""Liam O'Sullivan"", u'Dermot Furlong', u'Frank Boland']",Liam,male,"Ann Arbor, Michigan",2012,3,Introducing CrossMapper: Another Tool for Mapping Musical Control Parameters,NIME,Dermot,male,Frank,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,,
,"[u'Benjamin Oliver', u'Rachel M. van Besouw', u'David R. Nicholls']",Benjamin,male,"Ann Arbor, Michigan",2012,3,The `Interactive Music Awareness Program' (IMAP) for Cochlear Implant Users,NIME,Rachel,female,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Gascia Ouzounian', u'Benjamin R. Knapp', u'Eric Lyon', u'Luke DuBois']",Gascia,None,"Ann Arbor, Michigan",2012,4,Music for Sleeping \& Waking Minds,NIME,Benjamin,male,Eric,male,Luke,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,1,,,,,,,,,,,,,,
,[u'Dan Overholt'],Dan,male,"Ann Arbor, Michigan",2012,1,Musical Interaction Design with the CUI32{S}tem: Wireless Options and the GROVE system for prototyping new interfaces,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
