Name ,Correct Gender,Title,Names
Jamie,male,MODERNISING LIVE ELECTRONICS TECHNOLOGY IN THE WORKS OF JONATHAN HARVEY,"['Bullock, Jamie', ' Coccioli, Lamberto']"
Jamie,male,The Integra Framework for rapid modular audio application development,"['Bullock, Jamie', ' Frisk, Henrik']"
Jamie,male,Towards a Model for the Humanisation of Pitch Drift in Singing Voice Synthesis,"['Stables, Ryan', ' Athwal, Cham', ' Bullock, Jamie']"
Jan,male,A Graphical User Interface for Supercollider Audio Units,"['Tr\xc3\xbctzschler von Falkenstein, Jan', ' Baracskai, Zlatko']"
Jan,male,Alter Ego: A Generative Music Creation System,"['Tru\xcc\x88tzschler von Falkenstein, Jan', ' Tlalim, Tom']"
Jan,male,AMBISONICS EQUIVALENT PANNING,"['Neukom, Martin', ' Schacher, Jan C.']"
Jan,male,Ambisonics Spatialization Tools for Max/MSP,"['Schacher, Jan C.', ' Kocher, Philippe']"
Jan,male,AN ANALYSIS OF STARTUP AND DYNAMIC LATENCY IN PHASE VOCODER-BASED TIME-STRETCHING ALGORITHMS,"['Lee, Eric', ' Karrer, Thorsten', ' Borchers, Jan']"
Jan,male,Composing with Swarm Algorithms - Creating interactive audio-visual pieces with flocking behavior,"['Schacher, Jan C.', ' Bisig, Daniel', ' Neukom, Martin']"
Jan,male,"Corporeality, Actions and Perceptions in Gestural Performance of Digital Music","['Schacher, Jan C.']"
Jan,male,"Education On Music And Technology, A Program For A Professional Education","['Timmermans, Hans', ' Ijzermans, Jan', ' Machielse, Rens', ' Van Wolferen, Gerard']"
Jan,male,"Education on Music and Technology, A Programme for a Professional Education.","['Timmermans, Hans', ' IJzermans, Jan', ' Machielse, Rens', ' van Wolferen, Gerard']"
Jan,male,Identity and Ambiguity: The Construction and Use of Trimbral Transitions and Hybrids,"['Vandenheede, Jan', ' Harvey, Jonathan']"
Jan,male,Loudness as a Cue in Distance Perception,"['Chomyszyn, Jan']"
Jan,male,Loudness of musical sounds in a reverberant environment,"['Chomyszyn, Jan']"
Jan,male,Musical Experiments with Prolog II,"['Vandenheede, Jan']"
Jan,male,PhaVoRIT: A Phase Vocoder for Real-Time Interactive Time-Stretching,"['Karrer, Thorsten', ' Lee, Eric', ' Borchers, Jan']"
Jan,male,"SABRE: AFFORDANCES, REALIZATIONS AND PERSPECTIVES","['Schiesser, S\xc3\xa9bastien', ' Schache, Jan C.']"
Jan,male,Semantic Time: Representing Time and Temporal Transformations for Digital Audio in Interactive ComputerMusic Systems,"['Lee, Eric', ' Borchers, Jan']"
Jan,male,Synthesis of Selected VCV-Syllables in Singing,"['Zera, Jan', ' Gauffin, Jan', ' Sundberg, Johan']"
Jan,male,TEATRACKS: A DEMONSTRATION OF AN AUDITORY DISPLAY OF A MULTITRACK SOUND SEQUENCER,"['d\xe2\x80\x99Escriv\xc3\xa1n, Julio', ' Tru\xcc\x88tzschler von Falkenstein, Jan']"
Jan,male,The SpatDIF library ‰ЫТ Concepts and Practical Applications in Audio Software,"['Schacher, Jan C.', ' Miyama, Chikashi', ' Lossius, Trond']"
Jan,male,WHERE'S THE BEAT? TOOLS FOR DYNAMIC TEMPO CALCULATIONS,"['Schacher, Jan C.', ' Neukom, Martin']"
Jan-Markus,male,Estimation of frequency dependent damping and implementation for physical modeling sound synthesis of violin,"['Holm, Jan-Markus']"
Jan-Torsten,male,Using natural language to specify sound parameters,"['Milde, Jan-Torsten']"
Janne,male,Parameter Estimation of a Plucked String Synthesis Model with Genetic Algorithm,"['Riionheimo, Janne', ' V\xc3\xb4lim\xc3\xb4ki, Vesa']"
Jean,male,About this phasiness business,"['Laroche, Jean', ' Dolson, Mark']"
Jean,male,An approach to visualization of complex event data for generating sonic structures,"['Bokesoy, Sinan', ' Thiebaut, Jean Baptiste']"
Jean,male,Automated Motive-Oriented Analysis of Musical Corpuses: a Jazz Case Study,"['Rolland, Pierre-Yves', ' Ganascia, Jean Gabriel']"
Jean,male,Corpus-Based Transcription as an Approach to the Compositional Control of Timbre,"['Einbond, Aaron', ' Schwarz, Diemo', ' Bresson, Jean']"
Jean,male,DESIGNING AND CONTROLLING A SOURCE-FILTER MODEL FOR NATURALISTIC AND EXPRESSIVE SINGING VOICE SYNTHESIS,"['B\xc3\xa9langer, Olivier', ' Traube, Caroline', ' Pich\xc3\xa9, Jean']"
Jean,male,Dynamic Message-Oriented Middleware with Open Sound Control and Odot,"['MacCallum, John', ' Gottfried, Rama', ' Rostovtsev, Ilya', ' Bresson, Jean', ' Freed, Adrian']"
Jean,male,"Dynamic Modeling of Stringed and Wind Instruments, Sound Synthesis by Physical Models","['Adrien, Jean Marie', ' Causse, Ren\xc3\xa9', ' Ducasse, Eric']"
Jean,female,Electronic and Computer Music at the Peabody Conservatory,"['Boyle, McGregor', ' Ivey, Jean Eichelberger', ' Pirali, Edmund', ' Wright, Geoffrey']"
Jean,male,MAXGEN: A graphical MAX object for the generation and editing of complex continuous control functions,"['Pich\xc3\xa9, Jean', ' DesMeules, St\xc3\xa9phane']"
Jean,male,Ml-Maquette / Musique Lab 2,"['Bresson, Jean']"
Jean,None,Musical Synthesis: Evolution of the 'Chant' Project,"['Barrier, Jean-Baptiste', ' Holleville, Jean', ' Potard, Yves', ' Rodet, Xavier']"
Jean,male,MUSIQUE LAB 2 : A THREE LEVEL APPROACH FOR MUSIC EDUCATION AT SCHOOL,"['Puig, Vincent', ' Gu\xc3\xa9dy, Fabrice', ' Fingerhut, Michel', ' Serri\xc3\xa8re, Fabienne', ' Bresson, Jean', ' Zeller, Olivier']"
Jean,male,pOM: Linking Pen Gestures to Computer-Aided Composition Processes,"['Garcia, J\xc3\xa9r\xc3\xa9mie', ' Leroux, Philippe', ' Bresson, Jean']"
Jean,male,Processing Sound And Music Description Data Using Openmusic,"['Bresson, Jean', ' Agon, Carlos']"
Jean,male,Programmation and Control of Faust Sound Processing in OpenMusic,"['Bouche, Dimitri', ' Bresson, Jean', ' Letz, St\xc3\xa9phane']"
Jean,None,Progress Report on the 4X Machine and Its Use,"['Digiugno, Guiseppe', ' Kott, Jean', ' Gerzo, Andrew']"
Jean,male,Representation and Interchange of Sound Spatialization Data for Compositional Applications,"['Bresson, Jean', ' Schumacher, Marlon']"
Jean,male,SCRIME STUDIO REPORT,"['Desainte-Catherine, Myriam', ' Marchand, Sylvain', ' Hanna, Pierre', ' Lagrange, Mathieu', ' Robine, Matthias', ' Raspaud, Martin', ' Strandh, Robert', ' Allombert, Antoine', ' Meurisse, Guillaume', ' Mouba, Joan', ' Di Santo, Jean Louis', ' Kurtag, Gyorgy']"
Jean,male,SDIF sound description data representation and manipulation in computer assisted composition,"['Bresson, Jean', ' Agon, Carlos']"
Jean,male,Sound Synthesis by Physical Models: Application to Strings,"['Adrien, Jean Marie', ' Causse, Ren\xc3\xa9', ' Rodet, Xavier']"
Jean,male,SYMBOLIC CONTROL OF SOUND SYNTHESIS IN COMPUTER ASSISTED COMPOSITION,"['Bresson, Jean', ' Stroppa, Marco', ' Agon, Carlos']"
Jean,male,The Control of the CHANT Synthesizer in OpenMusic: Modelling Continuous Aspects in Sound Synthesis,"['Bresson, Jean', ' Stroppa, Marco']"
Jean,male,The SYTER Project: Sound Processor Design and Software Overview,"['Allouis, Jean Fran\xc3\xa7ois', ' Bernier, Jean-Yves']"
Jean,male,The use of Prony's Method for the Analysis of Musical Sounds. Application to Percussive Sounds,"['Laroche, Jean', ' Rodet, Xavier']"
Jean-Baptsite,male,A Digital Signal Multiprocessor and its Musical Application,"['Barri\xc3\xa8re, Jean-Baptsite', ' Baisn\xc3\xa9e, Pierre-Fran\xc3\xa7ois', ' Freed, Adrian', ' Baudot, Marie-Dominique']"
Jean-Baptsite,male,ESQUISSE: A Compositional Environment,"['Baisn\xc3\xa9e, Pierre-Fran\xc3\xa7ois', ' Barri\xc3\xa8re, Jean-Baptsite', ' Dalbavie, Marc-Andr\xc3\xa9', ' Duthen, Jacques', ' Lindberg, Magnus', ' Potard, Yves', ' Saariaho, Kaija']"
Jean-Dominique,male,Influence of Sensory Interactions between Vision and Audition on the Perceptual Characterisation of Room Acoustics,"['Nathanail, Chrysanthy', ' Lavandier, Catherine', ' Polack, Jean-Dominique', ' Warusfel, Olivier']"
Jean-Julien,male,"VISUAL AND SOUND GENERATION DRIVEN BY BRAIN, HEART AND RESPIRATION SIGNALS","['Filatriau, Jean-Julien', ' Kessous, Loic']"
Jean-Michael,male,A Real Time Synthesis Unit,"['Raczinski, Jean-Michael', ' Marino, Gerard']"
Jean-Michael,male,The New UPIC System,"['Marino, Gerard', ' Raczinski, Jean-Michael', ' Serra, Marie-H\xc3\xa9l\xc3\xa8ne']"
Jehan-Julien,male,VIRTUAL OBJECTS AS MEDIATION BETWEEN SONIC TEXTURES AND INTERACTIVE GESTURES,"['Filatriau, Jehan-Julien', ' Arfib, Daniel', ' Glowinski, Donald', ' Volpe, Gualtiero']"
Ji,None,THE STRINGBALL: A BALL INTERFACE WITH STRINGS FOR COLLABORATIVE PERFORMANCE,"['Yoo, Woon Seung', ' Yoon, Ji Won', ' Cho, Hee Young']"
Jiajun,None,Musical Genre Classification by Instrumental Features,"['Zhu, Jiajun', ' Xue, Xiangyang', ' Lu, Hong']"
Jialiang,None,REAL-TIME AUDIO SYNTHESIS IN A WIRELESS INTERACTIVE SENSOR PLATFORM,"['Fang, Dalei', ' Qin, Yi', ' Chen, Qiangbin', ' Lu, Jialiang']"
Jian-Li,None,A Computer-Assisted Music Analysis System: Daphne,"['Liu, Jian-Li', ' Hiraga, Rumi', ' Igarashi, Shigeru']"
Jian-Li,None,"Musical Analysis of a Computer Music Project, by Computer-Assistance, for Computer Music Applications","['Liu, Jian-Li', ' Hiraga, Rumi', ' Igarashi, Shigeru']"
Jing,None,SEMI-SUPERVISED CLASSIFICATION OF MUSICAL GENRE USING MULTI-VIEW FEATURES,"['Xu, Yungpeng', ' Zang, Changshui', ' Yang, Jing']"
Jingyin,male,LOCATIVE SONIFICATION: PLAYING THE WORLD THROUGH CITYGRAM,"['Park, Tae Hong', ' Turner, Johnathan', ' Jacoby, Christopher', ' Marse, Alex', ' Musick, Michael', ' Kapur, Ajay', ' He, Jingyin']"
Jinwook,None,THE CARNEGIE MELLON LAPTOP ORCHESTRA,"['Dannenberg, Roger B.', ' Cavaco, Sofia', ' Ang, Eugene', ' Avramovic, Igor', ' Aygun, Barkin', ' Baek, Jinwook', ' Barndollar, Eric', ' Duterte, Daniel', ' Grafton, Jeffrey', ' Hunter, Robert', ' Jackson, Chris', ' Kurokawa, Umpei', ' Makuck, Daren', ' Mierzejewski, Timothy', ' Rivera, Michael', ' Torres, Dennis', ' Yu, Apphia']"
JirÌ_,None,The Computer Musical Compositions in Czechoslovakia,"['Gerbrich, Josef', ' Ruzicka, Rudolf', ' Stehl\xc3\xadk, Jir\xc3\xad']"
Joji,male,Cosmology and Technology in Music,"['Yuasa, Joji']"
Jonghyun,None,Cancellation of Unwanted Audio to Support Interactive Computer Music,"['Lee, Jonghyun', ' Dannenberg, Roger B.', ' Chun, Joohwan']"
Joohwan,male,Cancellation of Unwanted Audio to Support Interactive Computer Music,"['Lee, Jonghyun', ' Dannenberg, Roger B.', ' Chun, Joohwan']"
J‚Àran,male,NoTAM Studio Report,"['Rudi, J\xc7\xbfran']"
Jordan,male,NUANCE: A SOFTWARE TOOL FOR CAPTURING SYNCHRONOUS DATA STREAMS FROM MULTIMODAL MUSICAL SYSTEMS,"['Hochenbaum, Jordan', ' Kapur, Ajay']"
Jordan,male,The Machine Orchestra,"['Kapur, Ajay', ' Darling, Michael', ' Wiley, Meason', ' Vallis, Owen', ' Hochenbaum, Jordan', ' Murphy, Jim', ' Diakopoulos, Dimitri', ' Burgin, Carl', ' Yamin, Tyler']"
Juan-Pablo,male,Automatically Generating Syntactically Correct Audio Effects In Max,"['Glennon, Aron', ' Rowe, Robert', ' Bello, Juan-Pablo']"
Juan-Pablo,male,JackTrip: Under the Hood of an Engine for Network Audio,"['C\xc3\xa1ceres, Juan-Pablo', ' Chafe, Chris']"
Juan-Pablo,male,PLAYING THE NETWORK: THE USE OF TIME DELAYS AS MUSICAL DEVICES,"['C\xc3\xa1ceres, Juan-Pablo', ' Renaud, Alain B.']"
Julien-Robert,male,Interactive Video In Performance,"['Martyne, Krista', ' Salvail, Julien-Robert L.']"
Jun-qi,male,ArmKeyBoard: A Mobile Keyboard Instrument Based on Chord-scale System and Tonal Hierarchy,"['Deng, Jun-qi', ' Chi Moon Lau, Francis', ' Kwok, Yu-kwong']"
Kai-Yuh,male,A New Continuous Multimodal Musical Controller Using Wireless Magnetic Tags,"['Hsaio, Kai-Yuh', ' Paradiso, Joseph']"
Kai-Yuh,male,Interactive Music for Instrumented Dancing Shoes,"['Paradiso, Joseph', ' Hsaio, Kai-Yuh', ' Hu, Eric']"
Kai-Yuh,male,New Sensor and Music Systems for Large Interactive Surfaces,"['Paradiso, Joseph A.', ' Hsiao, Kai-Yuh', ' Strickon, Joshua', ' Rice, Peter']"
KaÌøs,male,The Pre-Production Process of New York Counterpoint for Clarinet and Tape Written by Steve Reich,"['Pras, Amandine', ' F\xc3\xa9ron, Fran\xc3\xa7ois-Xavier', ' Demers, Ka\xc3\xafs']"
Kam,male,IMP-CAM: Improvising with Cellular Automata Music,"['Wong, Kam Wah']"
Kam,male,MULTI-USER HAND GESTURE BASED MUSICAL ELEMENT MAPPING WITH TRADITIONAL MUSICAL ELEMENTS,"['Sang, To Yip', ' Wong, Kam']"
Kameron,male,A History of Emerging Paradigms in EEG for Music,"['Christopher, Kameron R.', ' Kapur, Ajay', ' Carnegie, Dale A.', ' Grimshaw, Gina M.']"
Karst,male,"MusicWeb Den Haag - Developing New Tools For Higher Music Education, Using Wide-Area Networks and Hypermedia Technology","['de Jong, Karst', ' Boehm, Carola']"
Karst,male,"MusicWeb, New Communication and Information Technologies in the Music Classroom","['B\xc3\xb6hm, Carola', ' De Jong, Karst', ' Hempel, Cristoph']"
Katashi,male,"Annotated Music for Retrieval, Reproduction, and Sharing","['Hirata, Keiji', ' Matsuda, Shu', ' Kaji, Katsuhiko', ' Nagao, Katashi']"
Katsuhiko,male,"Annotated Music for Retrieval, Reproduction, and Sharing","['Hirata, Keiji', ' Matsuda, Shu', ' Kaji, Katsuhiko', ' Nagao, Katashi']"
Kei,None,Spectral Modification and MIDI Control for Improved Quality of Violin Sound Synthesis,"['Zolfaghari, Parham', ' Banno, Hideki', ' Ban, Hiromitsu', ' Igarashi, Kei', ' Takeda, Kazuya', ' Itakura, Fumitada']"
Kei,None,TOWARDS AN AUTOMATED MUSIC TEACHING SYSTEM: AUTOMATIC RECOGNITION OF MUSICAL MELODIES USING THE WF-4R,"['Solis, Jorge', ' Chida, Keisuke', ' Suefuji, Kei', ' Arino, Chiaki', ' Takanishi, Atsuo']"
Keishiro,None,A Mobile Robot Platform for Music and Dance Performance,"['Suzuki, Kenji', ' Tabe, Keishiro', ' Hashimoto, Shuji']"
Kelland,male,Translation as Technique: Collaboratively Creating an Electro-Acoustic Composition for Saxophone and Live Video Projection,"['Jette, Christopher', ' Thomas, Kelland', ' Villegas, Javier', ' Graeme Forbes, Angus']"
Ken'ichi,None,Sound Variations by Recurrent Neural Network Synthesis,"[""Ohya, Ken'ichi""]"
Ken‰ÛªIchi,None,A Sound Synthesis by Recurrent Neural Network,"['Ohya, Ken\xe2\x80\x99Ichi']"
Ken‰Ûªichiro,male,iSuperColliderKit: A Toolkit for iOS Using an Internal SuperCollider Server as a Sound Engine,"['Ito, Akinori', ' Watanabe, Kengo', ' Kuroda, Genki', ' Ito, Ken\xe2\x80\x99ichiro']"
Keunhyoung,male,Griddy: a Drawing Based Music Composition System with Multi-layered Structure,"['Kim, Keunhyoung Luke', ' Seung Yeo, Woon']"
Kin-Ichi,male,Synthesis of the laryngeal source of throat singing using a 2x2-mass model,"['Sakakibara, Kin-Ichi', ' Imagawa, Hiroshi', ' Niimi, Seiji', ' Osaka, Naotoshi']"
Kiyomitsu,male,"Data Auditorio: Towards Intense Interaction, an Interactive Hyper-Directional Sound for Play and Ubiquity","['Misawa, Daichi', ' Odai, Kiyomitsu']"
Kiyomitsu,male,ITERATIVE SYNAESTHETIC COMPOSING WITH MULTIMEDIA SIGNALS,"['Forbes, Angus', ' Odai, Kiyomitsu']"
Kouhei,None,METHOD TO DETECT GTTM LOCAL GROUPING BOUNDARIES BASED ON CLUSTERING AND STATISTICAL LEARNING,"['Kanamori, Kouhei', ' Hamanaka, Masatoshi', ' Hoshino, Junichi']"
Kris,male,Interactive Composition: Sharing the Creative Process on the Internet,"['Popat, Sita', ' Ng, Kia', ' Popat, Kris', ' Smith-Autard, Jacqueline']"
Kris,male,Trans-Domain Mapping: A Real-time Interactive System for Motion Acquisition and Musical Mapping,"['Ng, Kia', ' Popat, Sita', ' Ong, Bee', ' Stefani, Ewan', ' Popat, Kris', ' Cooper, David']"
Kun-Ting,None,SURRSOUND,"['Tsai, Kun-Ting', ' Liu, Che-Wei', ' Tseng, Yu-Chung']"
Kuniharu,None,Musical Instrument Database with Multimedia,"['Suzuki, Takashi', ' Tanaka, Takako', ' Tsuboi, Kuniharu']"
Kunio,male,A Sound Source Separation System with the Ability of Automatic Tone Modeling,"['Kashino, Kunio', ' Tanaka, Hidehiko']"
Kwan,male,The Effect of Visual Modalities on Human Perception of Emotion from Music,"['Kim, Kwan', ' Lee, Samuel', ' Seung Yeo, Woon']"
Kwang,None,A Real-Time Implementation of MPEG Audio Layer I Decoding on a Fixed-Point DSP Platform,"['Hyun, Kwang Rip', ' Banerjea, Raja', ' Kim, Munchurl', ' Latchman, Haniph', ' Sudharsanan, Subramania I.']"
Kyogu,male,Automatic Chord Recognition from Audio Using Enhanced Pitch Class Profile,"['Lee, Kyogu']"
Kyogu,male,Implementation of a Highly Diffusing 2-D DigitalWaveguide Mesh with a Quadratic Residue Diffuser,"['Lee, Kyogu', ' Smith, Julius O.']"
Kyongmee,female,Mapping Sound Synthesis in a Virtual Score,"['Garnett, Guy E.', ' Johnson, Timothy', ' Choi, Kyongmee']"
Kyungho,male,Exploratory Analysis on Expressions in Two Different 4/4 Beat Patterns,"['Lee, Kyungho', ' J. Junokas, Michael', ' Amanzadeh, Mohammad', ' E. Garnett, Guy']"
Lamtharn,male,"Implementations of the Leap Motion in sound synthesis, effects modulation and assistive performance tools","['Hantrakul, Lamtharn', ' Kaczmarek, Konrad']"
Larui,male,Real-Time Virtual Audio Reality,"['Savioja, Larui', ' Huopaniemi, Jyri', ' Huotilainen, Tommi', ' Takala, Tapio']"
Lauri,male,A Modified Rectangular Waveguide Mesh Structure with Interpolated Input and Output Points,"['Fontana, Federico', ' Savioja, Lauri', ' V\xc3\xb4lim\xc3\xb4ki, Vesa']"
Lauri,male,Networking Music Education: WWW applications in music teacher training: a praxial perspective,"['V\xc3\xb4kev\xc3\xb4, Lauri', ' Ojala, Juha']"
Lauri,male,Simulation of Room Acoustics with a 3-D Finite Difference Mesh,"['Savioja, Lauri', ' Takala, Tapio', ' Rinne,Timo']"
Lauri,male,Virtual Concert Performance - Synthetic Animated Musicians Playing in an Acoustically Simulated Room,"['H\xc3\xa4nninen, Rami', ' Savioja, Lauri', ' Takala, Tapio']"
Lee,None,A Real-Time Acoustic Processing Card for the Mac II,"['Boynton, Lee', ' Cumming, Dave']"
Lee,None,Adding a Graphical User Interface to FORMES,"['Boynton, Lee', ' Duthen, Jacques', ' Potard, Yves', ' Rodet, Xavier']"
Lee,None,Binaural Navigation for the Visually Impaired with a Smartphone,"['Tae Hoon, Lee', ' Reddy Vuyyuru, Manish', ' Kumar, Ananda T.', ' Lui, Simon']"
Lee,male,INTERACTIVE MUSIC SUMMARIZATION BASED ON INTERVAL DISTANCE PROFILE,"['Min-Joon, Yoo', ' In-Kwon, Lee']"
Lee,None,MIDI-LISP: A LISP-Based Music Programming Environment for the Macintosh,"['Boynton, Lee', ' Lavoie, Pierre', ' Orlarey, Yann', ' Rueda, Camilo', ' Wessel, David']"
Lee,None,Music Programming in Scheme,"['Boynton, Lee Richard']"
Lee,None,The TI 980A Computer-Controlled Music Synthesizer,"['Beauchamp, James', ' Pohlmann, Ken', ' Chapman, Lee']"
Leigh,male,Evaluating and Extending Computational Models of Rhythmic Syncopation in Music,"['Smith, Leigh M.', ' Honing, Henkjan']"
Leigh,male,"Heightening Access and Cohesion within the Worlds of Electroacoustic Music: The Promotion of Triangulation in Creativity, Development and Scholarship","['Landy, Leigh']"
Leigh,male,Introducing the ElectroAcoustic Resource Site (EARS),"['Landy, Leigh', ' Atkinson, Simon']"
Leigh,male,Is More Than Three Decades of Computer Music Reaching the Public it Deserves?,"['Landy, Leigh']"
Leigh,male,Measuring Intention against Reception in Electroacoustic Music: A new opportunity for analysis,"['Landy, Leigh']"
Leigh,male,Modelling Rhythm Perception by Continuous Time-Frequency Analysis,"['Smith, Leigh']"
Leigh,male,Next Steps from NeXTSTEP: MusicKit and SoundKit in a New World,"['Brandon, Stephen', ' Smith, Leigh M.']"
Leigh,male,Rhythmic Similarity Using Metrical Profile Matching,"['Smith, Leigh']"
Leigh,male,THE ELECTROACOUSTIC RESOURCE SITE (EARS) APPROACHES ITS NEXT PHASE: GOING GLOBAL AND ADDRESSING THE YOUNG,"['Landy, Leigh']"
Leigh,male,"THE MUSIC, TECHNOLOGY AND INNOVATION RESEARCH CENTRE (MTI) AT DE MONTFORT UNIVERSITY - STUDIO REPORT","['Landy, Leigh']"
Leigh,male,"The Music, Technology and Innovation Research Group (MTIRG) at De Montfort University ‰ЫХ Studio Report","['Hugill, Andrew', ' Landy, Leigh']"
Leigh,male,University College Bretton Hall - Studio Report,"['Landy, Leigh', ' de Paor, Paschall']"
Lejaren,male,Phrase Structure in Computer Music,"['Hiller, Lejaren']"
Lejaren,male,Stochastic Generation of Note Parameters for Music Composition,"['Hiller, Lejaren']"
Lejaren,male,Tutorials,"['Hiller, Lejaren', ' Beauchamp, James', ' Dodge, Charles']"
Leontios,male,Conceptual Blending in Biomusic Composition Space: The ‰ЫПBrainswarm‰Ыќ Paradigm,"['Hadjileontiadis, Leontios J.']"
Li,male,Power-Scaled Spectral Flux and Peak-Valley Group-Delay Methods for Robust Musical Onset Detection,"['Su, Li', ' Yang, Yi-Hsuan']"
Li,male,Resolving Octave Ambiguities: A Cross-dataset Investigation,"['Su, Li', ' Yu, Li-Fan', ' Yang, Yi-Hsuan', ' Lai, Hsin-Yu']"
Li,None,The Design and Implementation of a Processing System of Qin Score (Jianzipu) QinS(1.0),"['Sixin, Li']"
Li-Fan,male,Resolving Octave Ambiguities: A Cross-dataset Investigation,"['Su, Li', ' Yu, Li-Fan', ' Yang, Yi-Hsuan', ' Lai, Hsin-Yu']"
Lin,None,A VLSI Approach to Sound Synthesis,"['Wawrzynek, John', ' Mead, Carver', ' Tzu-Mu, Lin', ' Hsui-Lin, Liu', ' Dyer, Lounette']"
Lin,female,Rudiments Mapping ‰ЫХ An Axiomatic Approach to Music Composition,"['Hsin Hsin, Lin']"
Lindoro,male,MSYS 7: MIDI Control System,"['Nottoli, Giorgio', ' Del Duca, Lindoro']"
Lindoro,male,Renaissance and Baroque Microtonal Music Research in Computer Real Time Performance,"['Barbieri, Patrizio', ' Del Duca, Lindoro']"
Lindoro,male,Societa' Di Informatica Musicale,"['Del Duca, Lindoro', ' Galante, Francesco', ' Lupone, Michelangelo', ' Nottoli, Giorgio', ' Sani, Nicola']"
Linmi,male,Infrared vs. Ultrasonic Finger Detection on a Virtual Piano Keyboard,"['De Pra, Yuri', ' Fontana, Federico', ' Tao, Linmi']"
Lior,None,RAMIT: Neural Network for Recognition of Musical Notes,"['Yadid-Pecht, Orly', ' Brutman, Eliyahu', ' Dvir, Lior', ' Gerner, Moti', ' Shimony, Uri']"
Lippold,male,A Continuous Music Keyboard Controlling Polyphonic Morphing Using Bandwidth-Enhanced Oscillators,"['Haken, Lippold', ' Fitz, Kelly', ' Tellman, Ed', ' Wolfe, Patrick', ' Christensen, Paul']"
Lippold,male,A New Algorithm for Bandwidth Association in Bandwidth-Enhanced Additive Sound Modeling,"['Fitz, Kelly', ' Haken, Lippold', ' Christensen, Paul']"
Lippold,male,A New Algorithm for Horizontal Spacing of Printed Music,"['Haken, Lippold', ' Blostein, Dorothea']"
Lippold,male,A Sinusoidal Synthesis Algorithm for Generating Transitions Between Notes,"['Holloway, Bryan', ' Haken, Lippold']"
Lippold,male,Bandwidth Enhanced Sinusoidal Modeling in Lemur,"['Fitz, Kelly', ' Haken, Lippold']"
Lippold,male,Lemur - A Tool for Timbre Manipulation,"['Fitz, Kelly', ' Haken, Lippold', ' Holloway, Bryan']"
Lippold,male,Lime* Music Notation Software for the Macintosh,"['Haken, Lippold']"
Lippold,male,Real-Time Timbre Modificiations Using Sinusoidal Parameter Streams,"['Haken, Lippold']"
Lippold,male,Sound Morphing using Loris and the Reassigned Bandwidth-Enhanced Additive Sound Model: Practice and Applications,"['Fitz, Kelly', ' Haken, Lippold', ' Lefvert, Susanne', "" O'Donnell, Mike""]"
Lippold,male,The Continuum: A Continuous Music Keyboard,"['Haken, Lippold', ' Abdullah, Radi', ' Smart, Mark']"
Lippold,male,Timbre Morphing Using the Lemur Representation,"['Holloway, Bryan', ' Tellman, Edwin', ' Haken, Lippold']"
Lippold,male,Transient Preservation Under Transformation in an Additive Sound Model,"['Fitz, Kelly', ' Haken, Lippold', ' Christensen, Paul']"
Lippold,male,Wavetable and FM Matching Synthesis of Musical Instrument Tones,"['Horner, Andrew', ' Beauchamp, James', ' Haken, Lippold']"
Liu,None,A VLSI Approach to Sound Synthesis,"['Wawrzynek, John', ' Mead, Carver', ' Tzu-Mu, Lin', ' Hsui-Lin, Liu', ' Dyer, Lounette']"
Lonce,male,A Sound Modeling and Synthesis System Designed for Maximum Usability,"['Wyse, Lonce']"
Lonce,male,ADAPTING GENERAL PURPOSE INTERFACES TO SYNTHESIS ENGINES USING UNSUPERVISED DIMENSIONALITY REDUCTION TECHNIQUES AND INVERSE MAPPING FROM FEATURES TO PARAMETERS,"['Fasciani, Stefano', ' Wyse, Lonce']"
Lonce,male,Bridges for Networked Musical Ensembles,"['Wyse, Lonce', ' Mitani, Norikazu']"
Lonce,male,"Contour Hierarchies, Tied Parameters, Sound Models and Music","['Wyse, Lonce']"
Lonce,male,Flexible Sound Effects,"['Wyse, Lonce']"
Lonce,male,FOUNDATIONS OF INTERACTIVE SOUND DESIGN FOR TRADITIONAL STORYTELLING,"['Wyse, Lonce', ' Subramanian, Srikumar']"
Lonce,male,Founding Of The Asia Computer Music Project,"['Osaka, Naotoshi', ' Shin, Seongah', ' Wyse, Lonce']"
Lonce,male,Modeling Speed Doubling in Carnatic Music,"['Subramanian, Srikumar K.', ' Wyse, Lonce', ' McGee, Kevin']"
Lonce,male,Real-time synchronization of independently controlled phasors,"['Wyse, Lonce']"
Lonce,male,Representing and Automating Rhythmic Pattern Transformations,"['Wyse, Lonce', ' Tan, Keith', ' Kellock, Peter']"
Lonce,male,"SONICBARD ‰ЫТ STORYTELLING WITH REAL-TIME SOUND CONTROL, SYNTHESIS AND PROCESSING USING EMERGING BROWSER-BASED TECHNOLOGIES","['Wyse, Lonce', ' Shinghal, Pallav']"
Lorin,male,A Stochastic Method of Tracking a Vocal Performer,"['Grubb, Lorin', ' Dannenberg, Roger B.']"
Lorin,male,Automating Ensemble Performance,"['Grubb, Lorin', ' Dannenberg, Roger B.']"
Lorin,male,Enhanced Vocal Performance Tracking Using Multiple Information Sources,"['Grubb, Lorin', ' Dannenburg, Roger']"
Lounette,female,A VLSI Approach to Sound Synthesis,"['Wawrzynek, John', ' Mead, Carver', ' Tzu-Mu, Lin', ' Hsui-Lin, Liu', ' Dyer, Lounette']"
