Title,Author(s),,Year,Country
Real-time temporal segmentation of note objects in music signals,"Brossier, Paul; Bello, Juan Pablo; Plumbley, Mark D.",,2004,USA
Feature Extraction and Database Design for Music Software,"Pope, Stephen Travis; Holm, Frode; Kouznetsov, Alexandre",,2004,USA
Panel: Standards from the Computer Music Community,"Wright, Matthew; Dannenberg, Roger; Pope, Stephen; Rodet, Xavier; Serra, Xavier; Wessel, David",,2004,USA
Aligning Polyphonic Musical Scores with Audio using a Latent Tempo Process,"Raphael, Christopher",,2004,USA
"Digital Instruments and Players: Part II-Diversity, Freedom and Control","Jordà, Sergi",,2004,USA
Understanding Supersaturation: A Musical Phenomenon Affecting Perceived Time,"Horenstein, Stephen",,2004,USA
Combined Force Display System of EMG Sensor for Interactive Performance,"Nagashima, Yoichi",,2003,Singapore
GDS (Global Delayed Session) Music ‒ new improvisational music with network latency,"Nagashima, Yoichi; Hara, Takahiro; Kimura, Toshihiro; Nishibori, Yu",,2003,Singapore
Cutting the cord - In-circuit programmable microprocessors and RF data links free the performer from cables.,"Malham, David G.",,2003,Singapore
A Microtonal Tempo Canon Generator After Nancarrow and Jaffe,"Collins, Nick",,2003,Singapore
Introducing the ElectroAcoustic Resource Site (EARS),"Landy, Leigh; Atkinson, Simon",,2003,Singapore
Soundium2: An Interactive Multimedia Playground,"Schubiger-Banz, Simon; Müller, Stefan",,2003,Singapore
GrIPD: A Graphical Interface Editing Tool and Run-time Environment for Pure Data,"Sarlo, Joseph A.",,2003,Singapore
A Protocol for Audiovisual Cutting,"Collins, Nick; Olofsson, Fredrik",,2003,Singapore
Implementing algebraic methods in OpenMusic.,"Andreatta, Moreno; Agon, Carlos",,2003,Singapore
peerSynth: A P2P Multi-User Software Synthesizer with new techniques for integrating latency in real time collaboration,"Stelkens, Jörg",,2003,Singapore
"A General Filter Design Language with Real-time Parameter Control in Pd, Max/MSP, and jMax","Yadegari, Shahrokh",,2003,Singapore
M.A.S.: A Protocol for a Musical Session in a Sound Field where Synchronization between Musical Notes is not guaranteed,"Obu, Yuka; Kato, Tomoyuki; Yonekura, Tatsuhiro",,2003,Singapore
"Education on Music and Technology, A Programme for a Professional Education.","Timmermans, Hans; IJzermans, Jan; Machielse, Rens; van Wolferen, Gerard",,2003,Singapore
Techniques for Multi-Channel Real-Time Spatial Distribution Using Frequency-Domain Processing.,"Torchia, Ryan H.; Lippe, Cort",,2003,Singapore
"Compositional and Programming Issues Within Lyra, a Fully Interactive Performance Environment For Violin and Kyma System","Belet, Brian",,2003,Singapore
Perceptual Wavetable Matching for Synthesis of Musical Instrument Tones,"Wun, Cheuk-Wai; Horner, Andrew; Ayers, Lydia",,2003,Singapore
Constraint-based Shaping of Gestural Performance,"Mazzola, Guerino; Müller, Stefan",,2003,Singapore
Real-Time Acoustics Simulation using Mesh-Tracing,"Schiettecatte, Bert; Nackaerts, Axel; De Moor, Bart",,2003,Singapore
Non-linear guitar body models,"Nackearts, Axel; Schiettecatte, Bert; De Moor, Bart",,2003,Singapore
Composition on Distributed RUBATO by Affine Transformations and Deformations of Musical Structures,"Göller, Stefan; Milmeister, Gérard",,2003,Singapore
Wavetable Matching of Pitched Inharmonic Instrument Tones,"So, Clifford; Horner, Andrew; Ayers, Lydia",,2003,Singapore
MTRC-Dream: Music in a Mathematical Environment,"ffitch, John; Dobson, Richard",,2003,Singapore
Discrete Cepstrum Coefficients as Perceptual Features,"D'haes, Wim; Rodet, Xavier",,2003,Singapore
Orchestral Musical Accompaniment from Synthesized Audio,"Raphael, Christopher",,2003,Singapore
Ornament as Data Structure: An Algorithmic Model based on Micro-Rhythms of Csángó Laments and Funeral Music,"Ariza, Christopher",,2003,Singapore
The Smart Controller - shifting performance boundaries,"Fraietta, Angelo",,2003,Singapore
Algorithmic Composition in Contrasting Music Styles,"McAuley, Tristan; Hingston, Philip",,2003,Singapore
Discrimination of Sustained Musical Instrument Sounds Resynthesized with Randomly Altered Spectra,"Horner, Andrew; Beauchamp, James",,2003,Singapore
Developing Analysis Criteria Based on Denis Smalley's Timbre Theories,"Hirst, David",,2003,Singapore
The Learning Agent Based Interactive Performance System,"Spicer, Michael; Tan, Bernard T. G.; Tan, Chew Lim",,2003,Singapore
"ENP-Expressions, Score-BPF as a Case Study","Kuuskankare, Mika; Laurson, Mikael",,2003,Singapore
Encoding 3D sound scenes and music in XML,"Potard, Guillaume; Ingham, Stephen",,2003,Singapore
Some Box Design Issues in PWGL,"Laurson, Mikael; Kuuskankare, Mika",,2003,Singapore
Real-time FOF and FOG synthesis in MSP and its integration with PSOLA,"Clarke, Michael; Rodet, Xavier",,2003,Singapore
Application of Wave Field Synthesis in the composition of electronic music,"Baalman, Marije A. J.",,2003,Singapore
Implementation of an 8-Channel Real-Time Spontaneous-Input Time Expander/Compressor,"Keyes, Christopher",,2003,Singapore
The Music Table,"Berry, Rodney; Hikawa, Naoto; Makino, Mao; Tadenuma, Makoto; Suzuki, Masami",,2003,Singapore
Introduction of DIPS Programming Technique,"Miyama, Chikashi; Rai, Takayuki; Matsuda, Shu; Ando, Daichi",,2003,Singapore
Sound Source Separation Using Sparse Coding with Temporal Continuity Objective,"Virtanen, Tuomas",,2003,Singapore
Measures of Consonances in a Goodness-of-fit Model for Equal-tempered Scales,"Honingh, Aline",,2003,Singapore
Onset Detection in Musical Audio Signals,"Hainsworth, Stephen; Macleod, Malcolm",,2003,Singapore
Sound Synthesis from Real-Time Video Images,"Dannenberg, Roger B.; Neuendorffer, Tom",,2003,Singapore
Learning Sets of Musical Rules,"Ramirez, Rafael",,2003,Singapore
Interface Decoupled Applications for Geographically Displaced Collaboration in Music,"Barbosa, Álvaro; Kaltenbrunner, Martin; Geiger, Günter",,2003,Singapore
Sonic Arts Research Centre (SARC),"Alcorn, Michael; Corrigan, Chris",,2003,Singapore
Sound Clustering Synthesis Using Spectral Data,"Kobayashi, Ryoho",,2003,Singapore
Polyphonic Audio Matching for Score Following and Intelligent Audio Editors,"Dannenberg, Roger B.; Hu, Ning",,2003,Singapore
PDa: Real Time Signal Processing and Sound Generation on Handheld Devices,"Geiger, Günter",,2003,Singapore
"ChucK: A Concurrent, On-the-fly, Audio Programming Language","Wang, Ge; Cook, Perry R.",,2003,Singapore
SPORCH: An Algorithm for Orchestration Based on Spectral Analyses of Recorded Sounds,"Psenicka, David",,2003,Singapore
Learning Style-Specific Rhythmic Structures,"Kapanci, Emir; Pfeiffer, Avi",,2003,Singapore
Pocket gamelan: developing the instrumentarium for an extended harmonic universe,"Schiemer, Greg; Alves, Ball; Taylor, Stephen James; Havryliv, Mark",,2003,Singapore
"The CREATE Signal Library (""Sizzle""): Design, Issues, and Applications","Pope, Stephen Travis; Ramakrishnan, Chandrasekhar",,2003,Singapore
"Recent Developments in Siren: Modeling, Control, and Interaction for Large-scale Distributed Music Software","Pope, Stephen Travis; Ramakrishnan, Chandrasekhar",,2003,Singapore
CREATE 2003 Studio Report,"Pope, Stephen T.; Kuchera-Morin, Joann; Roands, Curtis; Zannos, Ioannis",,2003,Singapore
BRASS: Visualizing Scores for Assisting Music Learning,"Watanabe, Fumiko; Hiraga, Rumi; Fujishiro, Issei",,2003,Singapore
Quintet.net - A Quintet on the Internet,"Hajdu, Georg",,2003,Singapore
An Algorithmic Approach to Composing for Flexible Intonation Ensembles,"Devaney, Johanna",,2003,Singapore
Mapping Sound Synthesis in a Virtual Score,"Garnett, Guy E.; Johnson, Timothy; Choi, Kyongmee",,2003,Singapore
A model for selective segregation of a target instrument sound from the mixed sound of various instruments,"Unoki, Masashi; Kubo, Masaaki; Akagi, Masato",,2003,Singapore
After the first year of Rencon,"Hiraga, Rumi; Bresin, Roberto; Hirata, Keiji; Katayose, Haruhiro",,2003,Singapore
Sho-So-In: New Synthesis Method for Addition of Articulations Based on a Sho-type Physical Model,"Kikichi, Takafumi; Osaka, Naotoshi; Itakura, Fumitada",,2003,Singapore
New Strategies for Computer-Assisted Composition Software: A Perspective,"Dahan, Kevin; Brown, Guy J.; Eaglestone, Barry",,2003,Singapore
Audio and User Directed Sound Synthesis,"Cardle, Marc; Brooks, Stephen; Robinson, Peter",,2003,Singapore
Transient detection and preservation in the phase vocoder,"Röbel, Axel",,2003,Singapore
Reasonable Influences: The Advantages and Obstacles encountered with Commercial Software Packages used in Introductory Undergraduate Electronic Music Courses.,"Devaney, Johanna",,2003,Singapore
Note Recognition of Polyphonic Music by Using Timbre Similarity and Direction Proximity,"Sakuraba, Yohei; Okuno, Hiorshi G.",,2003,Singapore
Studies and Improvements in Automatic Classification of Musical Sound Samples,"Livshin, Arie A.; Peeters, Geoffroy; Rodet, Xavier",,2003,Singapore
A Learning-Based Quantization: Unsupervised Estimation of the Model Parameters,"Hamanaka, Masatoshi; Goto, Masataka; Asoh, Hideki; Otsu, Nobuyuki",,2003,Singapore
Setting up of a self-organised multi-agent system for the creation of sound and visual virtual environments within the framework of a collective interactivity.,"Chen, Chu-Yun; Kiss, Jocelyne",,2003,Singapore
From the concept of sections to events in Csound,"Kröger, Pedro",,2003,Singapore
"The Gestures of Flowing: Using PureData as a Backbone for Interactive Sculpture Animation,Video and Sound","Mahling, Andreas",,2003,Singapore
Realtime Performance Strategies for the Electronic Opera K.,"Ramstrum, Momilani; Lemouton, Serge",,2003,Singapore
Perception-Based Musical Pattern Discovery,"Lartillot, Olivier",,2003,Singapore
Musical pattern extraction in polyphonic context,"Meudic, Benoit",,2003,Singapore
Signal-based Music Structure Discovery for Music Audio Summary Generation,"Peeters, Geoffroy; Rodet, Xavier",,2003,Singapore
Emergent Behavior from Idiosyncratic Feedback Networks,"Burns, Christopher",,2003,Singapore
Movement-Activated Sound and Video Processing for Multimedia Dance/Theatre,"Winkler, Todd",,2003,Singapore
Melodic Pattern Anchoring for Score Following Using Score Analysis,"İzmirli, Özgür; Seward, Robert; Zahler, Noel",,2003,Singapore
Synthesizing Trills for the Chinese Dizi,"Ayers, Lydia",,2003,Singapore
Physical Interaction Design for Music,"Gurevich, Michael; Verplank, Bill; Wilson, Scott",,2003,Singapore
Controlling Musical Tempo from Dance Movement in Real-Time: A Possible Approach,"Guedes, Carlos",,2003,Singapore
Spatio-Operational Spectral (S.O.S) Synthesis,"Topper, David; Burtner, Matthew; Serafin, Stefania",,2003,Singapore
Rudiments Mapping ‒ An Axiomatic Approach to Music Composition,"Hsin Hsin, Lin",,2003,Singapore
New Developments in Data-Driven Concatenative Sound Synthesis,"Schwarz, Diemo",,2003,Singapore
Music Technology at Florida International University,"Burns, Kristine H.",,2003,Singapore
Music Engineering at the University of Miami,"Pohlmann, Kenneth; Leider, Colby",,2003,Singapore
A Sound Modeling and Synthesis System Designed for Maximum Usability,"Wyse, Lonce",,2003,Singapore
Paradiddle: a code-free meta-GUI for musical performance with Pure Data,"Lindsay, Adam T.; Parkes, Alan P.",,2003,Singapore
A Physical Model of the Sho and Its Application to Articulation Synthesis,"Hikichi, Takafumi; Osaka, Naotoshi; Ikatura, Fumitada",,2002,Sweden
Synthesis of the laryngeal source of throat singing using a 2x2-mass model,"Sakakibara, Kin-Ichi; Imagawa, Hiroshi; Niimi, Seiji; Osaka, Naotoshi",,2002,Sweden
Time-Domain Synthesis of Conical Bore Instrument Sounds,"Scavone, Gary P.",,2002,Sweden
Harmonic Analysis Using Neural Networks,"Tsui, Vincent; MacLean, James",,2002,Sweden
Musical Analysis by Computer Following Cognitive Model of Induction Analogies,"Lartillot, Olivier",,2002,Sweden
"Listening to ""Naima"": An Automated Structural Analysis of Music from Recorded Audio","Dannenberg, Roger B.",,2002,Sweden
Processes and tools used in the sound design for computer games," Gal, Viviane; Le Prado, Cécile; Merland, Unknown; Natkin, Stéphane; Vega, Liliana",,2002,Sweden
The implications of commercial 5.1 and 7.1 surround formats for computer music sound design: an environmental approach to aesthetics and practical techniques,"Field, Ambrose",,2002,Sweden
From the Physics of Piano Strings to Digital Waveguides,"Bensa, Julien; Bilbao, Stefan; Kronland-Martinet, Richard; Smith, Julius O.",,2002,Sweden
Banded Waveguides on Circular Topologies and of Beating Modes: Tibetan Singing Bowls and Glass Harmonicas,"Essel, Georg; Cook, Perry R.",,2002,Sweden
Use of physical-model synthesis for developing experimental techniques in ethnomusicology - The case of the Ouldémé flute,"de la Cuadra, Patricio; Vergez, Christophe; Caussé, René",,2002,Sweden
Analysis and synthesis of unusual friction-driven musical instruments,"Serafin, Stefania; Huang, Patty; Ystad, Sølvi; Chafe, Chris; Smith, Julius O.",,2002,Sweden
Machine Listening for Autonomous Musical Performance Systems,"Suzuki, Kenji; Taki, Yoichiro; Konogaya, Hisaki; Hartono, Pitoyo; Hashimoto, Shuji",,2002,Sweden
Melodic segmentation: evaluating the performance of algorithms and musical experts,"Thom, Belinda; Spevak, Christian; Höthker, Karin",,2002,Sweden
On SOM based time-series analysis and motivation of generic methods of musical pattern recognition,"Tiits, Kalev",,2002,Sweden
StochGran on OSX,"Helmuth, Mara",,2002,Sweden
"RTMix: a Real-Time Interactive Electroacoustic Music Performance, Composition and Coaching Interface","Bukvic, Ivica Ico",,2002,Sweden
Large Group Musical Interaction using Disposable Wireless Motion Sensors,"Feldmeier, Mark; Paradiso, Joseph A.; Malinowski, Mateusz",,2002,Sweden
KEYed user interface: Tools for expressive music production,"Mohamed, Farhan; Fels, Sidney",,2002,Sweden
"A Wireless, Network-based Biosensor Interface for Music","Dubost, Gilles; Tanaka, Atau",,2002,Sweden
Sinusoidal Synthesis Optimization,"Marentakis, Georgio; Jensen, Kristoffer",,2002,Sweden
Detection of Sinusoidal Components in Sounds Using Statistical Analysis of Intensity Fluctuations,"Hanna, Pierre; Desainte-Catherine, Myriam",,2002,Sweden
Comparison of different audio restoration methods based on frequency and time domains with applications on electronic music repertoire,"Canazza, Sergio; De Poli, Giovanni; Mian, Gian Antonio; Scarpa, Alessandro",,2002,Sweden
Augmented Reality for Music,"Berry, Rodney; Tadenuma, Makoto",,2002,Sweden
Cymatic. Restoring the Physical Manifestation of Digital Sound Using Haptic Interfaces to Control a New Computer Based Musical Instrument,"Rimell, Stuart; Howard, David M.; Tyrrell, Andy M.; Kirk, Ross; Hunt, Andy",,2002,Sweden
Using Haptics for Digital Audio Navigation,"Chu, Lonny L.",,2002,Sweden
Estimating partial frequency and frequency slope using reassignment operators,"Röbel, Axel",,2002,Sweden
"Spectral Envelope Correction for Real-Time Transposition: Proposal of a ""Floating-Formant"" Method","Dudas, Richard",,2002,Sweden
Characterizing Musical Signals with Wigner-Ville Interfaces,"DeMeo, William J.",,2002,Sweden
The Planet CCRMA software collection,"Lopez-Lezcano, Fernando",,2002,Sweden
"PWGL: A Novel Visual Language based on Common Lisp, CLOS and OpenGL","Laurson, Mikael; Kuuskankare, Mika",,2002,Sweden
MusicTalk: A Tool Driven Approach to Computer Aided Composition,"Mahling, Andreas",,2002,Sweden
A wizard's aid: efficient music constraint programming with Oz,"Anders, Torsten",,2002,Sweden
Tiling problems in music composition: Theory and Implementation,"Andreatta, Moreno; Agon, Carlos; Amiot, Emmanuel",,2002,Sweden
Proving Musical Properties using a temporal Concurrent Constraint Calculus,"Rueda, Camilo; Valencia, Frank",,2002,Sweden
"Description of an interactive, sound making, online computer music tutorial web book. Available for any browser on a Windows or Apple platform.","Burk, Phil; Polansky, Larry; repetto, douglas; Rockmore, Daniel; Roberts, Mary Lee",,2002,Sweden
Beyond the Query-By-Example Paradigm: New Query Interfaces for Music Information Retrieval,"Tzanetakis, George; Ermolinskyi, Andreye; Cook, Perry",,2002,Sweden
Using Pd as a score language,"Puckette, Miller",,2002,Sweden
"The Sound Synthesis System ""Otkinshi"": Its Data Structure and Graphical User Interface","Osaka, Naotoshi; Sakakibara, Ken-Ichi; Hikichi, Takafumi",,2002,Sweden
GAIA: Graphical Audio Interface Application,"Topper, David",,2002,Sweden
RtAudio: A Cross-Platform C++ Class for Realtime Audio Input/Output,"Scavone, Gary P.",,2002,Sweden
Towards a Closed System Automated Composition Engine: Linking 'Kansei' and Musical Language Recombinicity,"Whalley, Ian",,2002,Sweden
A Brief Survey of Mapping in Algorithmic Composition,"Doornbusch, Paul",,2002,Sweden
The Continuator: Musical Interaction with Style,"Pachet, François",,2002,Sweden
Physical Model Synthesis and Performance Mappings of Bowl Resonators,"Wilkerson, Carr; Serafin, Stefania; Ng, Carmen",,2002,Sweden
Physically-based realtime synthesis of contact sounds,"Avanzini, Federico; Rath, Matthias; Rocchesso, Davide",,2002,Sweden
Collaboration Software for Music Analysis: A Case Study,"Schattle, Erica; Simoni, Mary",,2002,Sweden
The Musical Session System with the Visual Interface,"Yoshida, Yuichi; Yamagishi, Yasunori; Kanamori, Kazuki; Saiwaki, Naoki; Nishida, Shogo",,2002,Sweden
"Between Technology and Creativity, Challenges and Opportunity for Music Technology in Higher Education","Boehm, Carola",,2002,Sweden
Real-Time Implementation of a General Model for Spatial Processing of Sounds,"Yadegari, Shahrokh; Moore, F. Richard; Castle, Harry; Burr, Anthony; Apel, Ted",,2002,Sweden
New Method for the Directional Representation of Musical Instruments in Auralizations,"Otondo, Felipe; Rindel, Jens Holger",,2002,Sweden
Combfilters and coloration in music,"Halmrast, Tor",,2002,Sweden
Sparkler: An Audio-Driven Interactive Live Computer Performance for Symphony Orchestra,"Jehan, Tristran; Machover, Tod; Fabio, Mike",,2002,Sweden
Improved Score Following for Acoustic Performances,"Pardo, Bryan; Birmingham, William",,2002,Sweden
Compositional Imperatives for Implementing an Audio Alignment Program in MAX/MSP,"Izmirli, Ozgur; Seward, Rob; Zahler, Noel",,2002,Sweden
Water Music: Sonificiation of Ocean Buoy Spectral Data,"Sturm, Bob L.",,2002,Sweden
Design and Implementation of Stetho: Network Sonificiation System,"Kimoto, Masahiko; Ohno, Hiroyuki",,2002,Sweden
Estimation of frequency dependent damping and implementation for physical modeling sound synthesis of violin,"Holm, Jan-Markus",,2002,Sweden
Parameter Estimation of a Plucked String Synthesis Model with Genetic Algorithm,"Riionheimo, Janne; Vôlimôki, Vesa",,2002,Sweden
Perception-based control of vibrato parameters in string instrument synthesis,"Jôrvelôinen, Hanna",,2002,Sweden
Urban Corridor: Accumulation and Interaction as Form-Bearing Process,"Keller, Damián; Capasso, Ariadna; Wilson, Scott R.",,2002,Sweden
Global String: A Musical Instrument for Hybrid Space,"Tanaka, Atau; Bongers, Bert",,2002,Sweden
"The Physical Model as Metaphor for Musical Creation: ""pico..TERA"", a piece generated by physical model","Cadoz, Claude",,2002,Sweden
The BBCut Library,"Collins, Nick",,2002,Sweden
DIPS for Linux and Mac OS X,"Matsuda, Shu; Miyama, Chikashi; Ando, Daichi; Rai, Takayuki",,2002,Sweden
Measurement of guitar string coupling,"Nackaerts, Acel; De Moor, Bart; Lauwereins, Rudy",,2002,Sweden
Tonehole Radiation Directivity: A Comparison of Theory to Measurements,"Scavone, Gary P.; Karjalainen, Matti",,2002,Sweden
GENESIS: A Friendly Musician-Oriented Environment for Mass-Interaction Physical Modeling,"Castagne, Nicolas; Cadoz, Claude",,2002,Sweden
OPENDRAMA: Networking Opera: a report of a project in progress,"Tariffi, Flavio; Cuomo, Stefano; Boehm, Carola; Bailey, Nick; Kerr, Phil; Short, Barry",,2002,Sweden
The Interaction of Sound Identities in Electroacoustic Music,"Young, John",,2002,Sweden
"The Aesthetics, History and Future Challenges of Interconnected Music Networks","Weinberg, Gil",,2002,Sweden
RENCON: toward a new evaluation system for performance rendering systems,"Hiraga, Rumi; Hashida, Mitsuyo; Hirata, Keiji; Katayose, Haruhiro; Noike, Kenzi",,2002,Sweden
The Performance Worm: Real Time Visualisation of Expression based on Langner's Tempo-Loudness Animation,"Dixon, Simon; Goebl, Werner; Widmer, Gerhard",,2002,Sweden
Automatic Real-Time Extraction of Musical Expression,"Friberg, Anders; Schoonderwaldt, Erwin; Juslin, Patrik N.; Bresin, Roberto",,2002,Sweden
A Bayesian Technique for Distinguishing Between Melody Notes and Grace Notes in Recorded Performances,"MacLean, W. James",,2002,Sweden
Quantifying the Differences between Music Performers: Score vs. Norm,"Stamatatos, Efstathios",,2002,Sweden
Spectral Modification and MIDI Control for Improved Quality of Violin Sound Synthesis,"Zolfaghari, Parham; Banno, Hideki; Ban, Hiromitsu; Igarashi, Kei; Takeda, Kazuya; Itakura, Fumitada",,2002,Sweden
Fractal Additive Synthesis: A Pitch-Synchronous Extension of the Method for the Analysis and Synthesis of Natural Voiced-Sounds,"Polotti, Pietro",,2002,Sweden
Sound Morphing using Loris and the Reassigned Bandwidth-Enhanced Additive Sound Model: Practice and Applications,"Fitz, Kelly; Haken, Lippold; Lefvert, Susanne; O'Donnell, Mike",,2002,Sweden
The Virginia Center for Computer Music,"Shatin, Judith; Burtner, Matthew; Topper, David",,2002,Sweden
CCRMA Studio Report,"Reyes, Juan; Lopez-Lezcano, Fernando",,2002,Sweden
Studio Report - Kungliga Musikhögskolan in Stockholm,"Brunson, William; Sandred, Örjan; Hedelin, Fredrik",,2002,Sweden
Time-varying estimation of parameters in rule systems for music performance,"Zanon, Patrick; De Poli, Giovanni; Dorigatti, Alessandro",,2002,Sweden
Real Time Analysis of Expressive Contents in Piano Performances,"Canazza, Sergio; De Poli, Giovanni; Rodà, Antonio; Soleni, Giulio; Zanon, Patrick",,2002,Sweden
Integrating Tempo Tracking and Quantization using Particle Filtering,"Cemgil, Ali Taylan; Kappen, Bert",,2002,Sweden
Real-time analysis of expressive cues in human movement,"Camurri, Antonio; Trocca, Riccardo; Volpe, Gualtiero",,2002,Sweden
Differential PCM Representation of Acoustic Instruments and Wavetable Synthesis,"Trautmann, Steven",,2002,Sweden
Learning to Play and Perform on Synthetic Instruments,"ffitch, John; Padget, Julian",,2002,Sweden
MfOM: a Library for Building and Controlling Physical Model Instruments in Open Music,"Polfreman, Richard",,2002,Sweden
Center for New Music and Audio Technologies (CNMAT): Studio Report,"Andrews, Richard",,2002,Sweden
University of Helsinki Music Research Laboratory and Electronic Music Studio - A Studio Report,"Lassfolk, Kai",,2002,Sweden
Subjective Preference Oriented Global Sound Database,"Hartono, Pitoyo; Suzuki, Kenji; Qi, Hai; Hashimoto, Shuji",,2002,Sweden
The CUIDADO Project: New Applications based on Audio and Music Content Description,"Vinet, Hugues; Herrera, Perfecto; Pachet, François",,2002,Sweden
Automatically selecting signal descriptors for SoundClassification,"Peeters, Geoffroy; Rodet, Xavier",,2002,Sweden
Notation and 3D Animation of Dance Movement,"Neagle, Royce; Ng, Kia; Ruddle, Roy A.",,2002,Sweden
A Probabilistic Model of Melodic Similarity,"Hu, Ning; Dannenberg, Roger B.; Lewis, Ann L.",,2002,Sweden
An Improved Algorithm for Spacing a Line of Music,"Renz, Kai",,2002,Sweden
Gamera: Optical music recognition in a new shell,"MacMillan, Karl; Droettboom, Michael; Fujinaga, Ichiro",,2002,Sweden
New Mappings for the MATRIX Interface,"Overholt, Dan",,2002,Sweden
The Hyperbow: A Precision Violin Interface,"Young, Diana",,2002,Sweden
The Vodhran - Design and Development of a Virtual Instrument,"Marshall, Mark; Moynihan, Breege; Rath, Matthias",,2002,Sweden
An Interpreted Language for Real Time Signal Processing,"Geiger, Guenter",,2002,Sweden
An experimental SDIF-sampler in Max/MSP,"Rioux, Vincent; Poletti, Manuel",,2002,Sweden
A Language for Interactive Audio Applications,"Dannenberg, Roger B.",,2002,Sweden
Application of Mathematical Models to the Generation of Organic Musical Structure and Discourse in Composition: Research Summary,"Fischman, Rajmil",,2002,Sweden
The vBow: A Four Degrees of Freedom Haptic Musical Controller Human-Computer Interface,"Nichols, Charles",,2002,Sweden
"""PuSH-Overture"" - Extending the Playability of the Traditional Musical Instrument","Fernström, Mikael; McElligott, Lisa; Dillon, Michelle; McGettrick, Colm",,2002,Sweden
The Metasaxophone: Design of a New Computer Music Controller,"Burtner, Matthew",,2002,Sweden
A Distributed Real-time System for Interactive Music Mapping with Multiple Inputs,"Ng, Kia; Scott, Jon",,2002,Sweden
OLW: An Extension to MSP for the Implementation of Overlap-Windowing Techniques,"Thibault, Francois; Depalle, Philippe",,2002,Sweden
Voices of Artificial Life: On Making Music with Computer Models of Nature,"Miranda, Eduardo Reck",,2002,Sweden
Prokaryotic Groove: Rhythmic Cycles as Real-Value Encoded Genetic Algorithms,"Ariza, Christopher",,2002,Sweden
Tracing Compositional Process: Software synthesis code as documentary evidence,"Burns, Christopher",,2002,Sweden
A Qualitative Analysis of Composers at Work,"Nuhn, Ralf; Eaglestone, Barry; Ford, Nigel; Moore, Adrian; Brown, Guy",,2002,Sweden
Ecrins: an audio-content description environment for sound samples,"Geslin, Yann; Mullon, Pascal; Jacob, Max",,2002,Sweden
Inferring Descriptions and Similarity for Music from Community Metadata,"Whitman, Brian; Lawrence, Steve",,2002,Sweden
"Hegel, Heidegger and Borgmann's Substantive Implications for Music and Technology","Ramstrum, Momilani",,2002,Sweden
Articulation Rules For Automatic Music Performance,"Bresin, Roberto",,2001,Cuba
An Audio-Driven Perceptually Meaningful Timbre Synthesizer,"Jehan, Tristan; Schoner, Bernd",,2001,Cuba
Analysis and Synthesis of Palestrina-Style Counterpoint Using Markov Chains,"Farbood, Mary; Schoner, Bernd",,2001,Cuba
Object-Based Sound Synthesis,"Sarti, Augusto; Tubaro, Stefano",,2001,Cuba
Physical modeling for sound synthesis with particle-interaction Networks: Study of the percussion phenomena and conception of a generic module for percussion,"Fourcade, Patrick; Cadoz, Claude",,2001,Cuba
Creating and Exploring Huge Parameter Spaces: Interactive Evolution as a Tool for Sound Generation,"Dahlstedt, Palle",,2001,Cuba
"Java Music Specification Language, an introduction and overview","Didkovsky, Nick; Burk, Philip L.",,2001,Cuba
Real Time Extended Physical Models for the Composer and Performer,"Burtner, Matthew; Serafin, Stefania",,2001,Cuba
Parameter estimation for dual-polarization plucked string models,"Nackaerts, Axel; De Moor, Bart; Lauwereins, Rudy",,2001,Cuba
Kopavogur Computer Music Center (KCMC),"Thordarson, Hilmar; Fridriksson, Rikhardur H.",,2001,Cuba
Simple resonators with shape control,"Rocchesso, Davide",,2001,Cuba
Temporal Filtering: Framing Sonic Objects,"Moon, Barry",,2001,Cuba
"Studio Report of The Centre for Music Technology, University of Glasgow","Fells, Nick; Böhm, Carola",,2001,Cuba
Visualizing Musical Structure and Rhythm via Self-Similarity,"Foote, Jonathan; Cooper, Matthew",,2001,Cuba
ENP: Musical Notation Library based on Common Lisp and CLOS,"Kuuskankare, Mika; Laurson, Mikael",,2001,Cuba
Subband HTLS,"Schouten, Tom; de Moor, Bart",,2001,Cuba
Adaptive additive synthesis using spline based parameter trajectory models,"Röbel, Axel",,2001,Cuba
Automatic Estimation of Control Parameters: An Instance-Based Learning Approach,"D'haes, Wim; Rodet, Xavier",,2001,Cuba
Perceptual Wavetable Matching for Synthesis of Musical Instrument Tones,"Wun, Cheuk-Wai; Horner, Andrew; Ayers, Lydia",,2001,Cuba
Williams [re]Mix[er]: An Interactive I Ching Composing Program,"Austin, Larry; Thompson, Michael",,2001,Cuba
The Local Boundary Detection Model (LBDM) and its Application in the Study of Expressive Timing,"Cambouropoulos, Emilios",,2001,Cuba
Refined Knowledge-Based ƒ0 Tracking: Comparing Three Frequency Extraction Methods,"Rossignol, Stéphane; Desain, Peter; Honing, Henkjan",,2001,Cuba
"The international sound art festival in Mexico City: Sound, its relationship to the art disciplines and to the new technologies","Iturbide, Manuel Rocha",,2001,Cuba
Demudi: The Debian Multimedia Distribution,"Déchelle, François; Geiger, Günter; Phillips, Dave",,2001,Cuba
Bayesian Real-time Adaptation for Interactive Performance Systems,"Cemgil, Ali Taylan; Kappen, Bert",,2001,Cuba
PWSynth: A Lisp-based Bridge between Computer Assisted Composition and Model Based Synthesis,"Laurson, Mikael; Kuuskankare, Mika",,2001,Cuba
Automatic Bass Line Transcription from Polyphonic Music,"Hainsworth, Stephen W.; Macleod, Malcolm D.",,2001,Cuba
